Inspection Date,Inspection Type,Facility Name,Inspection Number,url_inspection,url_inspection_full,url_entity_full
06-Dec-2022,Required,QDOBA - Restaurant,95700,location.href = '/Portal/Inspection/Details/c0637beb-ce75-4e0d-a430-959351aad5df' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/c0637beb-ce75-4e0d-a430-959351aad5df,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a36be07a-904e-440e-9f0b-3caffc11156c
09-May-2022,Required,QDOBA - Restaurant,80020,location.href = '/Portal/Inspection/Details/04bcc9cd-1075-4117-a535-bc8af76eef46' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/04bcc9cd-1075-4117-a535-bc8af76eef46,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a36be07a-904e-440e-9f0b-3caffc11156c
02-May-2024,Required,Quattro Pizzatecca and Take Away - Food Take Out,169081,location.href = '/Portal/Inspection/Details/5a26553c-1ef6-4f34-897c-f757697b1c09' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/5a26553c-1ef6-4f34-897c-f757697b1c09,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
16-Nov-2023,Required,Quattro Pizzatecca and Take Away - Food Take Out,155720,location.href = '/Portal/Inspection/Details/072815d2-a8ac-4dd0-bd15-72a6ef8c2995' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/072815d2-a8ac-4dd0-bd15-72a6ef8c2995,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
09-Mar-2023,Follow-up,Quattro Pizzatecca and Take Away - Food Take Out,105384,location.href = '/Portal/Inspection/Details/f9d188ad-6fbc-4c9f-aea9-add4e11157ac' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f9d188ad-6fbc-4c9f-aea9-add4e11157ac,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
22-Feb-2023,Follow-up,Quattro Pizzatecca and Take Away - Food Take Out,103104,location.href = '/Portal/Inspection/Details/f38ba367-4238-4a72-934a-e1d6df7058f7' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f38ba367-4238-4a72-934a-e1d6df7058f7,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
15-Feb-2023,Required,Quattro Pizzatecca and Take Away - Food Take Out,102691,location.href = '/Portal/Inspection/Details/8901fc1a-7d8b-4692-8b72-b1e60995b261' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8901fc1a-7d8b-4692-8b72-b1e60995b261,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
16-Nov-2022,Follow-up,Quattro Pizzatecca and Take Away - Food Take Out,93572,location.href = '/Portal/Inspection/Details/14ec8974-c606-48e2-bf7d-c08a5a994883' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/14ec8974-c606-48e2-bf7d-c08a5a994883,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
07-Nov-2022,Required,Quattro Pizzatecca and Take Away - Food Take Out,93150,location.href = '/Portal/Inspection/Details/8518ff37-7d73-4953-8e2c-246d44c3833c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8518ff37-7d73-4953-8e2c-246d44c3833c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
21-Jul-2022,Follow-up,Quattro Pizzatecca and Take Away - Food Take Out,87309,location.href = '/Portal/Inspection/Details/68ffa1a0-03a4-4d8e-a863-a5ed3a034176' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/68ffa1a0-03a4-4d8e-a863-a5ed3a034176,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
18-Jul-2022,Required,Quattro Pizzatecca and Take Away - Food Take Out,87129,location.href = '/Portal/Inspection/Details/c3acd852-59ae-4b87-8cfd-15c193d41a90' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/c3acd852-59ae-4b87-8cfd-15c193d41a90,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6072f010-2a69-41b5-ad89-032e1e4de310
21-Mar-2024,Required,Quattro Vinotecca - Restaurant,165574,location.href = '/Portal/Inspection/Details/d2d35668-735e-418e-be4f-781cd52a4d25' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/d2d35668-735e-418e-be4f-781cd52a4d25,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
28-Nov-2023,Required,Quattro Vinotecca - Restaurant,157301,location.href = '/Portal/Inspection/Details/2c3f54a4-4d4f-420e-9db1-a42714029701' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/2c3f54a4-4d4f-420e-9db1-a42714029701,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
25-Aug-2023,Required,Quattro Vinotecca - Restaurant,137289,location.href = '/Portal/Inspection/Details/752f17cc-5df8-4902-9d23-f534b9db72a2' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/752f17cc-5df8-4902-9d23-f534b9db72a2,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
22-Mar-2023,Required,Quattro Vinotecca - Restaurant,107556,location.href = '/Portal/Inspection/Details/7bc93352-0272-487e-a5d7-12b41ff4708e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/7bc93352-0272-487e-a5d7-12b41ff4708e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
16-Nov-2022,Required,Quattro Vinotecca - Restaurant,93388,location.href = '/Portal/Inspection/Details/dd3cd081-b865-4a2a-89a6-f8d685f3de18' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/dd3cd081-b865-4a2a-89a6-f8d685f3de18,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
16-Nov-2022,Required,Quattro Vinotecca - Restaurant,93575,location.href = '/Portal/Inspection/Details/025cfce3-e18d-426f-9e18-9c127a4f4850' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/025cfce3-e18d-426f-9e18-9c127a4f4850,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
07-Sep-2022,Follow-up,Quattro Vinotecca - Restaurant,88810,location.href = '/Portal/Inspection/Details/d414a7fc-613c-4d9e-8074-e86a960940af' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/d414a7fc-613c-4d9e-8074-e86a960940af,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
01-Sep-2022,Follow-up,Quattro Vinotecca - Restaurant,88685,location.href = '/Portal/Inspection/Details/28f3d8a2-f96e-4c5c-9024-c9af3ad84555' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/28f3d8a2-f96e-4c5c-9024-c9af3ad84555,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
23-Aug-2022,Required,Quattro Vinotecca - Restaurant,88392,location.href = '/Portal/Inspection/Details/88b7d852-a317-4c43-827c-e1f2b5943e5c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/88b7d852-a317-4c43-827c-e1f2b5943e5c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/de79ff53-a2a1-4553-90c4-264824a1eca7
22-Jul-2023,Required,Queen Elizabeth Field Canteen - Snack Bar / Refreshment Stand,133049,location.href = '/Portal/Inspection/Details/9209b65c-7442-46e3-a845-8ccf295ac064' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/9209b65c-7442-46e3-a845-8ccf295ac064,http://disclosure.algomapublichealth.com/Portal/Facility/Details/192d4168-6939-41bf-9b57-4dc283a2b8b8
22-Feb-2024,Required,Queen Elizabeth Public School - Elementary School,162550,location.href = '/Portal/Inspection/Details/82cb4071-a79b-4b45-9a62-bb4fb8f6e4f1' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/82cb4071-a79b-4b45-9a62-bb4fb8f6e4f1,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9762a148-1ad4-42b1-bc01-576643155892
16-May-2023,Required,Queenstown IDA - Convenience / Variety,121455,location.href = '/Portal/Inspection/Details/2dfbd0ba-5db3-435d-a48a-0989486f83b0' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/2dfbd0ba-5db3-435d-a48a-0989486f83b0,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2c660df2-4608-4128-8984-2b19bf8a55e6
15-May-2023,Follow-up,Quesada Burritos & Tacos - Food Take Out,119726,location.href = '/Portal/Inspection/Details/90e631d9-3847-44c2-a60d-369b16e02352' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/90e631d9-3847-44c2-a60d-369b16e02352,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cdc35e4c-5060-40a1-8dba-5997dca30a7b
11-May-2023,Required,Quesada Burritos & Tacos - Food Take Out,119218,location.href = '/Portal/Inspection/Details/cba6934a-2850-4de3-8055-7ff80898d657' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/cba6934a-2850-4de3-8055-7ff80898d657,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cdc35e4c-5060-40a1-8dba-5997dca30a7b
02-Jun-2022,Required,Quesada Burritos & Tacos - Food Take Out,84269,location.href = '/Portal/Inspection/Details/251a3ae6-bfdc-4034-986c-03c508fd4ef0' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/251a3ae6-bfdc-4034-986c-03c508fd4ef0,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cdc35e4c-5060-40a1-8dba-5997dca30a7b
28-Jun-2023,Required,Rainbow Camp Kitchen - Serving Kitchen,130353,location.href = '/Portal/Inspection/Details/7a21cc5f-98b4-4d5a-a9cc-3c7dce6ea188' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/7a21cc5f-98b4-4d5a-a9cc-3c7dce6ea188,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3dd9041e-6055-4466-8797-fd95cc5af7cd
19-Jul-2022,Required,Rainbow Camp Kitchen - Serving Kitchen,87581,location.href = '/Portal/Inspection/Details/0583398f-b938-462a-ad1a-d523cc0598f6' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/0583398f-b938-462a-ad1a-d523cc0598f6,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3dd9041e-6055-4466-8797-fd95cc5af7cd
29-Jan-2024,Required,Raku Sushi - Food Take Out,160769,location.href = '/Portal/Inspection/Details/2b51c924-50ad-4b30-8faf-179f4ff26641' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/2b51c924-50ad-4b30-8faf-179f4ff26641,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2fe88f41-d1b1-4cc0-8f74-b1f324c79f30
25-Jan-2023,Required,Raku Sushi - Food Take Out,99946,location.href = '/Portal/Inspection/Details/18965cc7-7cc1-4f95-b40d-14661083f086' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/18965cc7-7cc1-4f95-b40d-14661083f086,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2fe88f41-d1b1-4cc0-8f74-b1f324c79f30
27-Jul-2023,Required,Real Canadian Wholesale Club (formerly National Grocers) - Food Warehouse / Depot,133705,location.href = '/Portal/Inspection/Details/78af56e7-d2c6-423a-94cb-abe158c20bc2' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/78af56e7-d2c6-423a-94cb-abe158c20bc2,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3bb39146-90ae-44b6-ac85-2546d1570749
19-Jul-2022,Required,Real Canadian Wholesale Club (formerly National Grocers) - Food Warehouse / Depot,87144,location.href = '/Portal/Inspection/Details/aa0b0229-1bba-47f7-aba9-7c6a24003c49' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/aa0b0229-1bba-47f7-aba9-7c6a24003c49,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3bb39146-90ae-44b6-ac85-2546d1570749
30-Jan-2024,Required,Red Apple Stores - Convenience / Variety,161157,location.href = '/Portal/Inspection/Details/65c0b4e4-25c9-4e92-bac4-ba09149d0436' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/65c0b4e4-25c9-4e92-bac4-ba09149d0436,http://disclosure.algomapublichealth.com/Portal/Facility/Details/80d1c026-6668-41b4-a815-99436dbcd736
01-Feb-2023,Required,Red Apple Stores - Convenience / Variety,100725,location.href = '/Portal/Inspection/Details/e61b946f-c980-467d-b65e-951f2f1b8631' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e61b946f-c980-467d-b65e-951f2f1b8631,http://disclosure.algomapublichealth.com/Portal/Facility/Details/80d1c026-6668-41b4-a815-99436dbcd736
18-Jul-2023,Required,Red House Ice Cream - Ice Cream / Yogurt Vendor,134391,location.href = '/Portal/Inspection/Details/3cfe399a-4be3-4529-a6d1-ea2e105f59c3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3cfe399a-4be3-4529-a6d1-ea2e105f59c3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ac3e62fe-96a5-4a4b-bebe-09a047f85928
24-Aug-2022,Required,Red House Ice Cream - Ice Cream / Yogurt Vendor,88562,location.href = '/Portal/Inspection/Details/167feb1b-79ba-4082-bfff-04c5a28377fa' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/167feb1b-79ba-4082-bfff-04c5a28377fa,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ac3e62fe-96a5-4a4b-bebe-09a047f85928
24-Apr-2024,Required,Red Swan Pizza - Food Take Out,167819,location.href = '/Portal/Inspection/Details/07eb1d81-c7cf-4c18-9d6e-0a08395cb132' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/07eb1d81-c7cf-4c18-9d6e-0a08395cb132,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8035b1db-fb69-4a64-aa0f-6b97cdce7b22
22-Aug-2023,Required,Red Swan Pizza - Food Take Out,136782,location.href = '/Portal/Inspection/Details/a2873347-3949-4313-8ad4-1f0bfc354b3c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a2873347-3949-4313-8ad4-1f0bfc354b3c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8035b1db-fb69-4a64-aa0f-6b97cdce7b22
17-Mar-2023,Required,Red Swan Pizza - Food Take Out,107033,location.href = '/Portal/Inspection/Details/674d7877-0699-4090-afbc-1b00712eac96' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/674d7877-0699-4090-afbc-1b00712eac96,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8035b1db-fb69-4a64-aa0f-6b97cdce7b22
17-Feb-2023,Follow-up,Red Swan Pizza - Food Take Out,102729,location.href = '/Portal/Inspection/Details/20354964-453b-4f39-957a-a839b19222e8' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/20354964-453b-4f39-957a-a839b19222e8,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8035b1db-fb69-4a64-aa0f-6b97cdce7b22
30-Apr-2024,Required,Reggie's Place Tavern - Cocktail Bar,168490,location.href = '/Portal/Inspection/Details/8fed148b-3b74-4725-8832-47717c748e15' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8fed148b-3b74-4725-8832-47717c748e15,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8332f781-241d-40b9-97f9-b32d67a201e7
13-Dec-2023,Required,Reggie's Place Tavern - Cocktail Bar,158610,location.href = '/Portal/Inspection/Details/9fc7db14-14e0-4694-a8ee-4cc289dcac99' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/9fc7db14-14e0-4694-a8ee-4cc289dcac99,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8332f781-241d-40b9-97f9-b32d67a201e7
14-Apr-2023,Required,Reggie's Place Tavern - Cocktail Bar,112487,location.href = '/Portal/Inspection/Details/3ce43269-4a55-4129-a246-fb0b87567b9d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3ce43269-4a55-4129-a246-fb0b87567b9d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8332f781-241d-40b9-97f9-b32d67a201e7
23-Aug-2022,Follow-up,Reggie's Place Tavern - Cocktail Bar,88375,location.href = '/Portal/Inspection/Details/dc70c836-30b5-4864-a6cf-687dd6d861cb' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/dc70c836-30b5-4864-a6cf-687dd6d861cb,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8332f781-241d-40b9-97f9-b32d67a201e7
18-Aug-2022,Required,Reggie's Place Tavern - Cocktail Bar,88252,location.href = '/Portal/Inspection/Details/ac4b54e8-a518-4ffb-ae96-5090375d40d5' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ac4b54e8-a518-4ffb-ae96-5090375d40d5,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8332f781-241d-40b9-97f9-b32d67a201e7
11-Sep-2023,Required,Renaissance Senior's Centre - Serving Kitchen,139482,location.href = '/Portal/Inspection/Details/e8c52062-47ec-4cc4-ac7f-869aa0d350c7' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e8c52062-47ec-4cc4-ac7f-869aa0d350c7,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b12ad331-2df6-44df-8e84-a51f5cee30aa
15-Jul-2023,Required,Reubaras (Mill Market) - Mobile Preparation Premises,132834,location.href = '/Portal/Inspection/Details/85c9df66-792c-4ba0-89fa-cc7b2c78e929' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/85c9df66-792c-4ba0-89fa-cc7b2c78e929,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b556cfc4-2d8b-41f6-a2eb-dd2a35b18836
17-Sep-2022,Required,Reubaras (Mill Market) - Mobile Preparation Premises,89011,location.href = '/Portal/Inspection/Details/29e2a5c3-4141-49a7-b1a7-662a104dcc6e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/29e2a5c3-4141-49a7-b1a7-662a104dcc6e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b556cfc4-2d8b-41f6-a2eb-dd2a35b18836
18-Jun-2022,Required,Reubaras (Mill Market) - Mobile Preparation Premises,85728,location.href = '/Portal/Inspection/Details/4ec7c3bb-7c0e-47d4-a112-331e202e755c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4ec7c3bb-7c0e-47d4-a112-331e202e755c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b556cfc4-2d8b-41f6-a2eb-dd2a35b18836
18-Aug-2023,Required,Rexall - Convenience / Variety,136450,location.href = '/Portal/Inspection/Details/429b6c07-6afb-43ef-a8fd-dc861a8746bc' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/429b6c07-6afb-43ef-a8fd-dc861a8746bc,http://disclosure.algomapublichealth.com/Portal/Facility/Details/aaf117ac-8073-45e4-aa46-a126d89ce16f
31-Jul-2023,Required,Rexall - Pharma Plus - Convenience / Variety,134381,location.href = '/Portal/Inspection/Details/c32f4bff-7aec-4c93-9c14-34b6c521e968' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/c32f4bff-7aec-4c93-9c14-34b6c521e968,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a66c2cef-63b2-4e04-abe4-fd2b9d4423c7
22-Aug-2022,Required,Rexall - Pharma Plus - Convenience / Variety,88370,location.href = '/Portal/Inspection/Details/deb306c8-6a3a-4c49-b810-b444133134c4' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/deb306c8-6a3a-4c49-b810-b444133134c4,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a66c2cef-63b2-4e04-abe4-fd2b9d4423c7
05-Jan-2024,Required,Rexall Drug Stores #6967 - Convenience / Variety,158837,location.href = '/Portal/Inspection/Details/1f493cf4-6e2b-4396-bb0b-16675587b81c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/1f493cf4-6e2b-4396-bb0b-16675587b81c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b3134fec-6d6d-496d-b27e-eb30cf7e7b53
15-Feb-2023,Required,Rexall Drug Stores #6967 - Convenience / Variety,102698,location.href = '/Portal/Inspection/Details/60a1397b-e047-493d-abb1-210b286d94f3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/60a1397b-e047-493d-abb1-210b286d94f3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b3134fec-6d6d-496d-b27e-eb30cf7e7b53
14-Dec-2023,Required,Ricardo's Big Slice - Food Take Out,158650,location.href = '/Portal/Inspection/Details/3e5f48b8-981a-4397-b5a0-1a46ce2e0da1' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3e5f48b8-981a-4397-b5a0-1a46ce2e0da1,http://disclosure.algomapublichealth.com/Portal/Facility/Details/091f2b0b-2504-4ed4-9d85-3c74bd929e56
07-Feb-2023,Required,Ricardo's Big Slice - Food Take Out,101728,location.href = '/Portal/Inspection/Details/b4b25473-5cee-4aea-afc8-df32a14ca1c3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b4b25473-5cee-4aea-afc8-df32a14ca1c3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/091f2b0b-2504-4ed4-9d85-3c74bd929e56
22-Jun-2022,Required,Ricardo's Big Slice - Food Take Out,86351,location.href = '/Portal/Inspection/Details/a0c53954-43bc-48ff-8d6d-ec055efabc89' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a0c53954-43bc-48ff-8d6d-ec055efabc89,http://disclosure.algomapublichealth.com/Portal/Facility/Details/091f2b0b-2504-4ed4-9d85-3c74bd929e56
07-Dec-2023,Required,Richards Landing Old Town Hall - Banquet Hall,158441,location.href = '/Portal/Inspection/Details/27b31997-9a25-42a9-a7b6-85ced5d24d42' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/27b31997-9a25-42a9-a7b6-85ced5d24d42,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5e23289e-4f7b-41b3-8782-8daa83b30a72
23-Oct-2023,Required,River View Public School - Elementary School,149057,location.href = '/Portal/Inspection/Details/eeb69891-4dc1-451a-90d5-033b930fc319' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/eeb69891-4dc1-451a-90d5-033b930fc319,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c4f284d8-3d33-4c12-943a-0a417207498e
25-Oct-2023,Required,Riverside Christian Children's Centre - Child Care Centre Kitchen,149746,location.href = '/Portal/Inspection/Details/ca07f1c7-9321-4888-9bc4-0fc028e4863d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ca07f1c7-9321-4888-9bc4-0fc028e4863d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cbab1ffd-ba72-45ba-aa92-0eefcecdadf7
12-Jun-2023,Required,Riverside Christian Children's Centre - Child Care Centre Kitchen,126918,location.href = '/Portal/Inspection/Details/3a58261d-7017-41cc-bbea-19617b04abed' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3a58261d-7017-41cc-bbea-19617b04abed,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cbab1ffd-ba72-45ba-aa92-0eefcecdadf7
10-Nov-2022,Required,Riverside Christian Children's Centre - Child Care Centre Kitchen,93225,location.href = '/Portal/Inspection/Details/7a311231-7e1a-4e74-bf94-106d4b8a92c2' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/7a311231-7e1a-4e74-bf94-106d4b8a92c2,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cbab1ffd-ba72-45ba-aa92-0eefcecdadf7
17-May-2022,Required,Riverside Christian Children's Centre - Child Care Centre Kitchen,81046,location.href = '/Portal/Inspection/Details/533b3a1f-b8ae-4e69-8a66-a3de7d61860b' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/533b3a1f-b8ae-4e69-8a66-a3de7d61860b,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cbab1ffd-ba72-45ba-aa92-0eefcecdadf7
03-Apr-2024,Required,RJ's Market - Food Take Out,165824,location.href = '/Portal/Inspection/Details/b568dbff-6b40-46bc-9078-231ef6d9470d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b568dbff-6b40-46bc-9078-231ef6d9470d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
13-Dec-2023,Required,RJ's Market - Food Take Out,158250,location.href = '/Portal/Inspection/Details/c3317ba3-cc2c-4efe-80f6-4456ca7dbe82' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/c3317ba3-cc2c-4efe-80f6-4456ca7dbe82,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
22-Aug-2023,Complaint,RJ's Market - Food Take Out,137078,location.href = '/Portal/Inspection/Details/b3a20643-44c7-4138-bdd3-f9cbddf90a4f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b3a20643-44c7-4138-bdd3-f9cbddf90a4f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
08-Aug-2023,Follow-up,RJ's Market - Food Take Out,134406,location.href = '/Portal/Inspection/Details/f39723a2-cc77-4227-8d02-fef1bced0867' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f39723a2-cc77-4227-8d02-fef1bced0867,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
26-Jul-2023,Required,RJ's Market - Food Take Out,133685,location.href = '/Portal/Inspection/Details/a9f52d64-dc8e-4f78-95ef-9748b21acdb3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a9f52d64-dc8e-4f78-95ef-9748b21acdb3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
16-Jun-2023,Complaint,RJ's Market - Food Take Out,127785,location.href = '/Portal/Inspection/Details/4c57eae5-3000-4773-98d6-b6b28ada3d1f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4c57eae5-3000-4773-98d6-b6b28ada3d1f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
20-Mar-2023,Required,RJ's Market - Food Take Out,107065,location.href = '/Portal/Inspection/Details/fb34bb68-941e-48eb-b050-16ca76b7b55f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/fb34bb68-941e-48eb-b050-16ca76b7b55f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
29-Nov-2022,Required,RJ's Market - Food Take Out,94804,location.href = '/Portal/Inspection/Details/48713a72-1276-4a98-8e6a-1ec542457d27' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/48713a72-1276-4a98-8e6a-1ec542457d27,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
23-Aug-2022,Required,RJ's Market - Food Take Out,88374,location.href = '/Portal/Inspection/Details/44a3477c-fb0c-49f4-a8d0-7f83323d7482' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/44a3477c-fb0c-49f4-a8d0-7f83323d7482,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b2c1aea2-190a-4922-bfe3-06ebbda22672
