Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Alkasem Restaurant and Bakery,1206 Wyandotte St E Windsor ON N9A 3K5,Food Take Out,08-Feb-2024,location.href = '/disclosure/Facility/Details/b5704fc1-7d2a-4cf6-b834-e030a9ff2b12' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b5704fc1-7d2a-4cf6-b834-e030a9ff2b12
All Dollars,1399 Grand Marais Rd W Windsor ON N9E 1E2,Convenience/Variety Store,15-Sep-2023,location.href = '/disclosure/Facility/Details/01fb571d-2789-4f81-9f72-bb99dbc49f5c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/01fb571d-2789-4f81-9f72-bb99dbc49f5c
All On Board,1445 Ottawa St Windsor ON N8X 2G1,Food Take Out,20-Dec-2023,location.href = '/disclosure/Facility/Details/12c0f290-3be1-4f39-b174-c18c63718ea5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/12c0f290-3be1-4f39-b174-c18c63718ea5
All Star Gaming Centre,1385 Walker Rd Windsor ON N8Y 2N9,Refreshment Stand,23-Apr-2024,location.href = '/disclosure/Facility/Details/f323e1ef-cfbc-4da3-9205-8ce6847705d3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f323e1ef-cfbc-4da3-9205-8ce6847705d3
Allbest Meat Co.,3828 Peter St Windsor ON N9C 1C2,Food Depot,25-Sep-2023,location.href = '/disclosure/Facility/Details/953b5ba9-4fa1-4d0a-8987-ea8dffbf2774' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/953b5ba9-4fa1-4d0a-8987-ea8dffbf2774
Allen's Mini Mart,274 Simcoe St Amherstburg ON N9V 1M9,Convenience/Variety Store,12-Feb-2024,location.href = '/disclosure/Facility/Details/f67263cd-900e-47a4-9554-e76743b06698' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f67263cd-900e-47a4-9554-e76743b06698
Allen's Supermarket,9580 Walker Rd McGregor ON N0R 1J0,Grocery Store/Supermarket,24-Apr-2024,location.href = '/disclosure/Facility/Details/da76be7c-453e-443d-9a78-cd075d2b631e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/da76be7c-453e-443d-9a78-cd075d2b631e
Alley Katz,1-25 Chatham St E Windsor ON N9A 2W2,Cocktail Bar/Beverage Room,07-Feb-2024,location.href = '/disclosure/Facility/Details/a267e307-498e-4cb5-aed6-3840bec74eaf' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a267e307-498e-4cb5-aed6-3840bec74eaf
Allsop Farm,195 Rd 3 E Kingsville ON N9Y 2E5,Mobile Food Premises,28-Aug-2023,location.href = '/disclosure/Facility/Details/c8bc010c-ca89-4085-99dd-4f60843ba7c4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c8bc010c-ca89-4085-99dd-4f60843ba7c4
Al-Nakheel Market,679 Wyandotte St E Windsor ON N9A 3J3,Butcher Shop,28-Jul-2023,location.href = '/disclosure/Facility/Details/597638f0-ad0b-49e6-a17f-d414af674699' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/597638f0-ad0b-49e6-a17f-d414af674699
Al-Nassem Restaurant,2-618 Goyeau St Windsor ON N9A 1H4,Restaurant (Full Service),06-Mar-2024,location.href = '/disclosure/Facility/Details/e87ed8fc-a942-42e7-89be-5f3ea2685feb' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e87ed8fc-a942-42e7-89be-5f3ea2685feb
Aloony Shawarma,1005 Lincoln Rd Windsor ON N9A 4A3,Restaurant (Full Service),18-Jan-2024,location.href = '/disclosure/Facility/Details/e16c55f1-cf00-4ac7-935f-0460c48c98d9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e16c55f1-cf00-4ac7-935f-0460c48c98d9
Al-Sabeel Restaurant,1129 Wyandotte St E Windsor ON N9B 3K4,Restaurant (Full Service),30-Aug-2023,location.href = '/disclosure/Facility/Details/ea0ceb2b-c3b3-4029-8fc4-efb7951bdc9c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ea0ceb2b-c3b3-4029-8fc4-efb7951bdc9c
Alto Lounge & Banquets,31 Main St W Kingsville ON N9Y 1H2,Banquet Facility,28-Nov-2023,location.href = '/disclosure/Facility/Details/57ea3fed-d761-462a-b362-9cf41eab4216' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/57ea3fed-d761-462a-b362-9cf41eab4216
Al-Yuser Halal Butchery,3851 Dougall Ave Windsor ON N9G 1X3,Butcher Shop,30-Nov-2023,location.href = '/disclosure/Facility/Details/b34baae5-0754-4173-9bec-4440d423f08a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b34baae5-0754-4173-9bec-4440d423f08a
AM Variety Store,1830 Wyandotte St W Windsor ON N9B 1J3,Convenience/Variety Store,27-Jul-2023,location.href = '/disclosure/Facility/Details/1df55d66-d57a-4ee5-9be1-ce91f1e916fe' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1df55d66-d57a-4ee5-9be1-ce91f1e916fe
Amalfi Panini & Cafe,465 Erie St E Windsor ON N9A 3X8,Food Take Out,09-Jan-2024,location.href = '/disclosure/Facility/Details/d1721aaa-c935-4f05-af1e-b72cb6c983f1' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d1721aaa-c935-4f05-af1e-b72cb6c983f1
Amazing Bins Windsor,1365 Tecumseh Rd E Windsor ON N8W 1B9,Convenience/Variety Store,04-Mar-2024,location.href = '/disclosure/Facility/Details/322c0100-d09f-4633-bd6f-c4faba4bc3b2' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/322c0100-d09f-4633-bd6f-c4faba4bc3b2
Amazing Marshmallow,4974 Tecumseh Rd E Windsor ON N9T 1C1,Bakery,08-Feb-2024,location.href = '/disclosure/Facility/Details/5d6a7f21-e8cf-4033-9b7a-8d7c3c1a57b2' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5d6a7f21-e8cf-4033-9b7a-8d7c3c1a57b2
Ambassador Golf Club,1025 Sprucewood Ave Windsor ON N9J 3Z1,Restaurant (Full Service),16-Apr-2024,location.href = '/disclosure/Facility/Details/1ad86258-211f-48e5-851c-e971c682cc46' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1ad86258-211f-48e5-851c-e971c682cc46
Ambassador Variety,1090 Felix Ave Windsor ON N9C 3L5,Convenience/Variety Store,24-Oct-2023,location.href = '/disclosure/Facility/Details/fa38a9c5-e395-41c7-8749-b6f2cb5ba359' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fa38a9c5-e395-41c7-8749-b6f2cb5ba359
Amherstburg Community Room,3295 Meloche Rd Amherstburg ON N9V 2Y8,Banquet Facility,25-Apr-2024,location.href = '/disclosure/Facility/Details/80962194-b612-4df0-8f57-7dcefc59d658' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/80962194-b612-4df0-8f57-7dcefc59d658
Amherstburg Food and Fellowship,298 Victoria St S Amherstburg ON N9V 2K5,Food Bank,02-May-2024,location.href = '/disclosure/Facility/Details/1de82fbb-f66f-4a9e-bbaa-9e3cbe208a4e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1de82fbb-f66f-4a9e-bbaa-9e3cbe208a4e
AMICA at Windsor,4909 Riverside Dr E Windsor ON N8Y 1B9,Retirement Home,22-Feb-2024,location.href = '/disclosure/Facility/Details/3cfd4372-2018-4ca4-8898-c0e268431489' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3cfd4372-2018-4ca4-8898-c0e268431489
Amloze Pizza,1130 Lesperance Rd Tecumseh ON N8N 1X4,Food Take Out,12-Jan-2024,location.href = '/disclosure/Facility/Details/85cbd65c-6e62-43ac-b1a6-3d57327f3d37' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/85cbd65c-6e62-43ac-b1a6-3d57327f3d37
Anchor Bakery & Espresso Bar,543 Lincoln Rd Windsor ON N8Y 2G6,Bakery,04-Mar-2024,location.href = '/disclosure/Facility/Details/fbef5f44-f406-4009-b2b5-fcd63f068a3c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fbef5f44-f406-4009-b2b5-fcd63f068a3c
Anderdon Public School,3170 Middle Side Rd Amherstburg ON N9V 2Y9,School Nutrition Program,25-Jan-2024,location.href = '/disclosure/Facility/Details/bbcce17d-9e75-485c-a3b1-2ece536febc3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bbcce17d-9e75-485c-a3b1-2ece536febc3
Angelo's Pizzeria Hot Spot,3606 Seminole St Windsor ON N8Y 1Y4,Restaurant (Full Service),22-Jan-2024,location.href = '/disclosure/Facility/Details/1124ccf4-4f1a-46aa-a2b1-0d011620b5d5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1124ccf4-4f1a-46aa-a2b1-0d011620b5d5
Anna's Apron,1229 Stuart Blvd LaSalle ON N9J 1Y3,Bakery,19-Mar-2024,location.href = '/disclosure/Facility/Details/7c7f65a8-9e59-4bce-8039-bc476f138b2f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7c7f65a8-9e59-4bce-8039-bc476f138b2f
Annie Mary's Tea Room,1285 Ottawa St Windsor ON N8X 2E5,Cafeteria,20-Dec-2023,location.href = '/disclosure/Facility/Details/03418ae7-9ffc-4425-9bf6-c925a4e620b5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/03418ae7-9ffc-4425-9bf6-c925a4e620b5
Antonino's Original Pizza,4350 Howard Ave Windsor ON N9G 1P4,Food Take Out,22-Nov-2023,location.href = '/disclosure/Facility/Details/f6b1262e-6290-44a3-ab89-24b13f7183ee' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f6b1262e-6290-44a3-ab89-24b13f7183ee
Antonino's Original Pizza,6535 Malden Rd LaSalle ON N9H 1T5,Restaurant (Fast Food),22-Apr-2024,location.href = '/disclosure/Facility/Details/c6ffdf81-706a-40ec-8f06-29a0df50c54b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c6ffdf81-706a-40ec-8f06-29a0df50c54b
Antonino's Original Pizza,270 Erie St S Leamington ON N8H 3C5,Food Take Out,15-Dec-2023,location.href = '/disclosure/Facility/Details/05fe4e9b-d674-4983-a6b6-2ab22c3b5692' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/05fe4e9b-d674-4983-a6b6-2ab22c3b5692
Antonino's Original Pizza,1695 Manning Rd Tecumseh ON N8N 2L9,Food Take Out,04-Jan-2024,location.href = '/disclosure/Facility/Details/d1859c31-c5e1-4d9e-bd34-f619a5c26794' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d1859c31-c5e1-4d9e-bd34-f619a5c26794
Antonino's Original Pizza,5410 Wyandotte St E Windsor ON N8S 1L9,Food Take Out,01-Mar-2024,location.href = '/disclosure/Facility/Details/fc87d830-0daf-471c-9c69-ced9af128ced' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fc87d830-0daf-471c-9c69-ced9af128ced
Applebee's Neighbourhood Bar & Grill,2250 Division Rd Windsor ON N8W 5X5,Restaurant (Full Service),11-Apr-2024,location.href = '/disclosure/Facility/Details/03b2224e-9f88-46af-a249-bbb0f78ac59c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/03b2224e-9f88-46af-a249-bbb0f78ac59c
Aramark,1000 Henry Ford Centre Dr Windsor ON N8Y 2T3,Cafeteria,30-May-2023,location.href = '/disclosure/Facility/Details/def0d560-7eaf-4777-ae13-8d997a61778a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/def0d560-7eaf-4777-ae13-8d997a61778a
Aramark,1 Quality Way Windsor ON N8N 2M1,Cafeteria,16-Jan-2024,location.href = '/disclosure/Facility/Details/2849b60c-4488-4848-92e4-263904aa1fb8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2849b60c-4488-4848-92e4-263904aa1fb8
Arby's,199 Talbot Rd W Leamington ON N8H 1N8,Restaurant (Fast Food),11-Jan-2024,location.href = '/disclosure/Facility/Details/41545e5e-4627-4c7a-804d-0ccba8da1c1a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/41545e5e-4627-4c7a-804d-0ccba8da1c1a
Arby's,6807 Tecumseh Rd E Windsor ON N8T 1E6,Restaurant (Fast Food),15-Mar-2024,location.href = '/disclosure/Facility/Details/953f0b5f-9a01-43e5-96ed-485bcfc77e04' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/953f0b5f-9a01-43e5-96ed-485bcfc77e04
Arby's,2840 Howard Ave Windsor ON N8X 3Y1,Restaurant (Fast Food),19-Jan-2024,location.href = '/disclosure/Facility/Details/cc3754aa-cf5f-456b-91e5-5c8008cc8cf8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cc3754aa-cf5f-456b-91e5-5c8008cc8cf8
Arby's,2139 Huron Church Rd Windsor ON N9C 2L8,Restaurant (Fast Food),22-Feb-2024,location.href = '/disclosure/Facility/Details/0f7e19db-552c-4b3a-8345-fda7a4439189' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0f7e19db-552c-4b3a-8345-fda7a4439189
Arcata Pizzeria,3021 Dougall Ave Windsor ON N9E 1S3,Food Take Out,05-Apr-2024,location.href = '/disclosure/Facility/Details/fbc6c8fa-dd2e-4934-a618-ce17bf4c3030' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fbc6c8fa-dd2e-4934-a618-ce17bf4c3030
Ariius Nightclub,377 Riverside Dr E Windsor ON N9A 7H7,Cocktail Bar/Beverage Room,16-Jun-2023,location.href = '/disclosure/Facility/Details/2095c6fc-58de-43a0-bb53-09f7d5919d82' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2095c6fc-58de-43a0-bb53-09f7d5919d82
Arirang Hot Dog,C1-1640 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Fast Food),11-Apr-2024,location.href = '/disclosure/Facility/Details/4be41c91-0bcb-4039-8093-57c13571688a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/4be41c91-0bcb-4039-8093-57c13571688a
Armando's Pizza,221 Front Rd LaSalle ON N9J 1Z6,Restaurant (Full Service),06-Feb-2024,location.href = '/disclosure/Facility/Details/cf043219-1e3c-4a0f-a336-49b35a7ced95' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cf043219-1e3c-4a0f-a336-49b35a7ced95
Armando's Pizza,1115 Ouellette Ave Windsor ON N9A 4K1,Food Take Out,11-Apr-2024,location.href = '/disclosure/Facility/Details/1ec373cc-ffb3-462b-8c3f-28258a041749' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1ec373cc-ffb3-462b-8c3f-28258a041749
Armando's Pizza,325 Talbot St N Essex ON N8M 2W3,Restaurant (Full Service),24-Oct-2023,location.href = '/disclosure/Facility/Details/78b3ba85-32fe-413a-a6b9-23a2a1ba2296' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/78b3ba85-32fe-413a-a6b9-23a2a1ba2296
Armando's Pizza,36 Mill St W Leamington ON N8H 1S8,Food Take Out,,location.href = '/disclosure/Facility/Details/e2d3d0f6-e069-46d3-8464-20c252ab7399' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e2d3d0f6-e069-46d3-8464-20c252ab7399
Armando's Pizza,5-1679 Cty Rd 22 Belle River ON N0R 1A0,Food Take Out,07-Mar-2024,location.href = '/disclosure/Facility/Details/04c1921d-e256-4514-9069-75221d4363b4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/04c1921d-e256-4514-9069-75221d4363b4
Armando's Pizza,8-421 Sandwich St S Amherstburg ON N9V 3K8,Restaurant (Full Service),08-Feb-2024,location.href = '/disclosure/Facility/Details/41d67300-8001-4a27-be38-66476bb2a4e7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/41d67300-8001-4a27-be38-66476bb2a4e7
Armando's Pizza,13153 Tecumseh Rd E Tecumseh ON N8N 3T4,Food Take Out,25-Apr-2024,location.href = '/disclosure/Facility/Details/d0d0fa03-b72c-48dd-a509-a7949b6115f9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d0d0fa03-b72c-48dd-a509-a7949b6115f9
Armando's Pizza,1030 Ouellette Ave Windsor ON N9A 1E1,Cafeteria,27-Jul-2023,location.href = '/disclosure/Facility/Details/9e7d95e5-fc19-4ddd-8aef-cf98a4d0b410' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9e7d95e5-fc19-4ddd-8aef-cf98a4d0b410
Armando's Pizza,9150 Riverside Dr E Windsor ON N8S 1H1,Restaurant (Full Service),18-Jan-2024,location.href = '/disclosure/Facility/Details/15197da9-52f0-48fc-bb6e-eaaeca3c8b41' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/15197da9-52f0-48fc-bb6e-eaaeca3c8b41
Armando's Pizza/Xaco Taco,1-300 Cabana Rd E Windsor ON N9G 1A3,Food Take Out,28-Feb-2024,location.href = '/disclosure/Facility/Details/d9e7c039-fd2f-49a7-815c-f0509cb674a3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d9e7c039-fd2f-49a7-815c-f0509cb674a3
Armando's Restaurant,3202 Walker Rd Windsor ON N8W 3R8,Restaurant (Full Service),11-Apr-2024,location.href = '/disclosure/Facility/Details/62cdde3e-b98d-4de8-978d-99371d8e85a8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/62cdde3e-b98d-4de8-978d-99371d8e85a8
Arner Stop,1958 County Road 20 Kingsville ON N9Y 2E6,Convenience/Variety Store,06-Mar-2024,location.href = '/disclosure/Facility/Details/ad5bdc89-2dd4-43c5-b7b5-5497edf68019' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ad5bdc89-2dd4-43c5-b7b5-5497edf68019
Arner Stop Restaurant,1958 County Rd 20 Kingsville ON N9Y 2E6,Restaurant (Full Service),15-Mar-2024,location.href = '/disclosure/Facility/Details/b83f5712-52c3-47b8-b55b-f6d8bb699b65' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b83f5712-52c3-47b8-b55b-f6d8bb699b65
Artisan Grill,269 Dalhousie St Amherstburg ON N9V 1W8,Restaurant (Full Service),17-Apr-2024,location.href = '/disclosure/Facility/Details/a5c5be79-0e07-43c5-8e14-011dee80b93f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a5c5be79-0e07-43c5-8e14-011dee80b93f
Aseer Time,2461 Dougall Ave Windsor ON N8X 1T3,Cafeteria,14-Mar-2024,location.href = '/disclosure/Facility/Details/dffbd25c-48e4-45ff-99ff-3c6d79111a55' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/dffbd25c-48e4-45ff-99ff-3c6d79111a55
Asian Bazar,575 Partington Ave Windsor ON N9B 2N4,Convenience/Variety Store,13-Sep-2023,location.href = '/disclosure/Facility/Details/e5cf1a3d-8d7d-45ec-80ed-fb165fd52e3b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e5cf1a3d-8d7d-45ec-80ed-fb165fd52e3b
Asian Food Imports,275 Wyandotte St W Windsor ON N9A 5X1,Grocery Store/Supermarket,10-Apr-2024,location.href = '/disclosure/Facility/Details/bbfe6555-dab9-430d-bdcd-2fa058576465' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bbfe6555-dab9-430d-bdcd-2fa058576465
Assisted Living Southwestern Ontario - Sandwich,3141 Sandwich St Windsor ON N9C 1A7,Boarding/Lodging Home,17-Jan-2024,location.href = '/disclosure/Facility/Details/47abd6ef-ce5b-4c74-8353-c774acdaaab6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/47abd6ef-ce5b-4c74-8353-c774acdaaab6
Assumption Cares,711 McEwan Ave Windsor ON N9B 2E9,Food Bank,06-Jan-2023,location.href = '/disclosure/Facility/Details/808547f6-869f-4eab-b003-420ea05a4d9e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/808547f6-869f-4eab-b003-420ea05a4d9e
Assumption Cares - Holy Name Of Mary,711 McEwan Ave Windsor ON N9B 2E9,Banquet Facility,08-Dec-2023,location.href = '/disclosure/Facility/Details/df9566ae-c15a-44ed-8eb3-e06dac8c64c6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/df9566ae-c15a-44ed-8eb3-e06dac8c64c6
Assumption College Catholic High School,1100 Huron Church Rd Windsor ON N9B 2Z5,School Nutrition Program,03-Oct-2023,location.href = '/disclosure/Facility/Details/5e1d52d8-b835-45a1-ba5e-58892c74f255' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5e1d52d8-b835-45a1-ba5e-58892c74f255
Assumption College Catholic High School,1100 Huron Church Rd Windsor ON N9C 2K7,Cafeteria,03-Oct-2023,location.href = '/disclosure/Facility/Details/aa643a9e-486a-49ba-8baf-b543d718f1af' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/aa643a9e-486a-49ba-8baf-b543d718f1af
Assumption Variety,1459 Assumption St Windsor ON N9A 3E1,Convenience/Variety Store,08-Feb-2024,location.href = '/disclosure/Facility/Details/ea33cc9f-100f-432b-a0cd-1a29054d85bf' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ea33cc9f-100f-432b-a0cd-1a29054d85bf
At Long Last Gourmet Apps,100 Laird Ave Essex ON N8M 1S1,Mobile Food Premises,04-Apr-2024,location.href = '/disclosure/Facility/Details/a99db2c0-7c94-4a03-a945-f13fb8bf30e3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a99db2c0-7c94-4a03-a945-f13fb8bf30e3
At The Market,1030 Walker Rd Windsor ON N8Y 2N5,Food Take Out,12-Feb-2024,location.href = '/disclosure/Facility/Details/c7b0f35b-1168-499f-bf5b-a40c8f200a04' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c7b0f35b-1168-499f-bf5b-a40c8f200a04
At Your Convenience,1802 George Ave Windsor ON N8W 4L8,Convenience/Variety Store,13-Feb-2024,location.href = '/disclosure/Facility/Details/6aac6a36-3f39-42b9-addb-e88388d705bd' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6aac6a36-3f39-42b9-addb-e88388d705bd
Athidhi,2085 University Ave W Windsor ON,Restaurant (Full Service),07-Sep-2023,location.href = '/disclosure/Facility/Details/9c8203e9-869a-40cb-b67a-29262e8fa444' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9c8203e9-869a-40cb-b67a-29262e8fa444
Atlas Tube Centre - M&M Concessions,Upper Floor-447 Renaud Line Rd Belle River ON N0R 1A0,Refreshment Stand,05-Mar-2024,location.href = '/disclosure/Facility/Details/9de01d73-119e-4dc5-99a1-1c43a6ebba47' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9de01d73-119e-4dc5-99a1-1c43a6ebba47
