Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
Required,28-Nov-2023,location.href = '/disclosure/Inspection/Details/be778208-9ff8-4cc5-8965-1855e2042610' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/be778208-9ff8-4cc5-8965-1855e2042610,https://disclosure55.wechu.org/disclosure/Facility/Details/c73e360c-eb73-461d-afed-492be6281774
Required,28-Jul-2023,location.href = '/disclosure/Inspection/Details/22af727a-cc5c-46f2-8ecb-f1a780ec0ec5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/22af727a-cc5c-46f2-8ecb-f1a780ec0ec5,https://disclosure55.wechu.org/disclosure/Facility/Details/c73e360c-eb73-461d-afed-492be6281774
Required,30-Jan-2023,location.href = '/disclosure/Inspection/Details/c8d7a1e7-c7a3-42b5-8b2a-7f346cce83fb' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c8d7a1e7-c7a3-42b5-8b2a-7f346cce83fb,https://disclosure55.wechu.org/disclosure/Facility/Details/c73e360c-eb73-461d-afed-492be6281774
Required,22-Jun-2022,location.href = '/disclosure/Inspection/Details/42833394-1baa-4501-9cbc-48b116cd597b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/42833394-1baa-4501-9cbc-48b116cd597b,https://disclosure55.wechu.org/disclosure/Facility/Details/c73e360c-eb73-461d-afed-492be6281774
Required,17-Jan-2024,location.href = '/disclosure/Inspection/Details/de3cdb11-11aa-405c-b684-e101c121221b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/de3cdb11-11aa-405c-b684-e101c121221b,https://disclosure55.wechu.org/disclosure/Facility/Details/de26df32-4627-44a5-8cd7-c40f7fd78834
Required,29-Apr-2024,location.href = '/disclosure/Inspection/Details/3355161e-69c7-4da1-b0a4-93098ce56a98' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3355161e-69c7-4da1-b0a4-93098ce56a98,https://disclosure55.wechu.org/disclosure/Facility/Details/28cf1202-f69d-4499-9785-f284530e0ff9
Required,09-Nov-2023,location.href = '/disclosure/Inspection/Details/d521ef5c-9798-4ace-b7e9-ed811e30fcfa' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d521ef5c-9798-4ace-b7e9-ed811e30fcfa,https://disclosure55.wechu.org/disclosure/Facility/Details/28cf1202-f69d-4499-9785-f284530e0ff9
Required,17-Aug-2023,location.href = '/disclosure/Inspection/Details/9601d43f-e758-4a0a-aca2-d801d568a19b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9601d43f-e758-4a0a-aca2-d801d568a19b,https://disclosure55.wechu.org/disclosure/Facility/Details/28cf1202-f69d-4499-9785-f284530e0ff9
Required,28-Apr-2023,location.href = '/disclosure/Inspection/Details/5ba70b73-aaab-49fb-bf19-0538933f1251' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5ba70b73-aaab-49fb-bf19-0538933f1251,https://disclosure55.wechu.org/disclosure/Facility/Details/28cf1202-f69d-4499-9785-f284530e0ff9
Re-Inspection,01-Nov-2022,location.href = '/disclosure/Inspection/Details/bab15da9-5ccc-41e9-987a-409ec2538064' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/bab15da9-5ccc-41e9-987a-409ec2538064,https://disclosure55.wechu.org/disclosure/Facility/Details/28cf1202-f69d-4499-9785-f284530e0ff9
Required,25-Oct-2022,location.href = '/disclosure/Inspection/Details/ab086cd6-d269-429d-9327-02f501a45d72' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ab086cd6-d269-429d-9327-02f501a45d72,https://disclosure55.wechu.org/disclosure/Facility/Details/28cf1202-f69d-4499-9785-f284530e0ff9
Required,06-Nov-2023,location.href = '/disclosure/Inspection/Details/37c16c16-3339-4e23-9c82-6567eecf6392' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/37c16c16-3339-4e23-9c82-6567eecf6392,https://disclosure55.wechu.org/disclosure/Facility/Details/26821c61-79b5-4207-9e47-c9410a26f64d
Required,31-Jan-2023,location.href = '/disclosure/Inspection/Details/8c72e1d9-23d7-4a7b-bcc8-e5e1681ef145' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8c72e1d9-23d7-4a7b-bcc8-e5e1681ef145,https://disclosure55.wechu.org/disclosure/Facility/Details/26821c61-79b5-4207-9e47-c9410a26f64d
Required,29-Apr-2024,location.href = '/disclosure/Inspection/Details/81a1c6d9-84dd-4f54-aa75-afce866e144b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/81a1c6d9-84dd-4f54-aa75-afce866e144b,https://disclosure55.wechu.org/disclosure/Facility/Details/15074871-37da-490b-a931-c45eb18c791c
Required,22-Nov-2023,location.href = '/disclosure/Inspection/Details/91755126-80da-4ed5-82e3-09213b66f63b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/91755126-80da-4ed5-82e3-09213b66f63b,https://disclosure55.wechu.org/disclosure/Facility/Details/15074871-37da-490b-a931-c45eb18c791c
Required,20-Jan-2023,location.href = '/disclosure/Inspection/Details/cd4b9942-5937-46b8-ac86-ea05d8a46d87' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cd4b9942-5937-46b8-ac86-ea05d8a46d87,https://disclosure55.wechu.org/disclosure/Facility/Details/15074871-37da-490b-a931-c45eb18c791c
Required,13-Dec-2023,location.href = '/disclosure/Inspection/Details/b119f71a-7643-4a24-b584-9715de1869aa' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b119f71a-7643-4a24-b584-9715de1869aa,https://disclosure55.wechu.org/disclosure/Facility/Details/fc8ca370-11fa-45c9-8aed-b785b18303b9
Required,14-Jun-2023,location.href = '/disclosure/Inspection/Details/7a0e4e2e-8e03-4711-88b9-d774920ff8de' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7a0e4e2e-8e03-4711-88b9-d774920ff8de,https://disclosure55.wechu.org/disclosure/Facility/Details/fc8ca370-11fa-45c9-8aed-b785b18303b9
Required,02-Jun-2022,location.href = '/disclosure/Inspection/Details/c32d5437-f275-46fe-a665-0276e48256dc' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c32d5437-f275-46fe-a665-0276e48256dc,https://disclosure55.wechu.org/disclosure/Facility/Details/fc8ca370-11fa-45c9-8aed-b785b18303b9
Required,15-Jan-2024,location.href = '/disclosure/Inspection/Details/23beeb27-ecc8-4b19-9cd4-7e24c04f1874' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/23beeb27-ecc8-4b19-9cd4-7e24c04f1874,https://disclosure55.wechu.org/disclosure/Facility/Details/5e000c9d-f04c-48fc-9960-7695c5116c30
Re-Inspection,02-Oct-2023,location.href = '/disclosure/Inspection/Details/bb0b0339-3f60-46c7-b035-be777c1eb8b4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/bb0b0339-3f60-46c7-b035-be777c1eb8b4,https://disclosure55.wechu.org/disclosure/Facility/Details/5e000c9d-f04c-48fc-9960-7695c5116c30
Required,18-Sep-2023,location.href = '/disclosure/Inspection/Details/88a7f8ff-99ab-41b6-8508-0721a074dd2f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/88a7f8ff-99ab-41b6-8508-0721a074dd2f,https://disclosure55.wechu.org/disclosure/Facility/Details/5e000c9d-f04c-48fc-9960-7695c5116c30
Required,13-Jul-2023,location.href = '/disclosure/Inspection/Details/056756a3-d76b-4f9f-b00b-f502546e7dbf' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/056756a3-d76b-4f9f-b00b-f502546e7dbf,https://disclosure55.wechu.org/disclosure/Facility/Details/5e000c9d-f04c-48fc-9960-7695c5116c30
Required,12-Jan-2023,location.href = '/disclosure/Inspection/Details/6504f4cd-fd57-4428-b5d3-d11722556be9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/6504f4cd-fd57-4428-b5d3-d11722556be9,https://disclosure55.wechu.org/disclosure/Facility/Details/5e000c9d-f04c-48fc-9960-7695c5116c30
Required,09-Jan-2024,location.href = '/disclosure/Inspection/Details/08fca616-e560-4674-89e6-45d93b28cfea' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/08fca616-e560-4674-89e6-45d93b28cfea,https://disclosure55.wechu.org/disclosure/Facility/Details/0e05c79b-2c7f-4659-99f1-4229e164a434
Required,03-Aug-2023,location.href = '/disclosure/Inspection/Details/e718c042-2a61-4f49-96b8-ac6a61123ad0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e718c042-2a61-4f49-96b8-ac6a61123ad0,https://disclosure55.wechu.org/disclosure/Facility/Details/0e05c79b-2c7f-4659-99f1-4229e164a434
Required,09-Jan-2023,location.href = '/disclosure/Inspection/Details/a5cbb526-40d9-45bb-a5dc-573dcfac279b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a5cbb526-40d9-45bb-a5dc-573dcfac279b,https://disclosure55.wechu.org/disclosure/Facility/Details/0e05c79b-2c7f-4659-99f1-4229e164a434
Required,03-Apr-2024,location.href = '/disclosure/Inspection/Details/fc6cac30-c7bb-4479-bbfc-2afc52dd4c25' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/fc6cac30-c7bb-4479-bbfc-2afc52dd4c25,https://disclosure55.wechu.org/disclosure/Facility/Details/a3ba97a0-c146-48df-84ca-6263177ec88f
Re-Inspection,10-Oct-2023,location.href = '/disclosure/Inspection/Details/c2df426e-6e7c-4c47-9012-958c077bfcef' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c2df426e-6e7c-4c47-9012-958c077bfcef,https://disclosure55.wechu.org/disclosure/Facility/Details/a3ba97a0-c146-48df-84ca-6263177ec88f
Required,25-Sep-2023,location.href = '/disclosure/Inspection/Details/69586a87-fcf8-4e48-a59c-edf9a562cdb0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/69586a87-fcf8-4e48-a59c-edf9a562cdb0,https://disclosure55.wechu.org/disclosure/Facility/Details/a3ba97a0-c146-48df-84ca-6263177ec88f
Required,24-Feb-2023,location.href = '/disclosure/Inspection/Details/c1c2a089-faad-4f3e-8210-b6e98a1682bf' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c1c2a089-faad-4f3e-8210-b6e98a1682bf,https://disclosure55.wechu.org/disclosure/Facility/Details/a3ba97a0-c146-48df-84ca-6263177ec88f
Required,02-May-2024,location.href = '/disclosure/Inspection/Details/01949ea2-2ed9-48ab-823a-c98d054872a9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/01949ea2-2ed9-48ab-823a-c98d054872a9,https://disclosure55.wechu.org/disclosure/Facility/Details/9331f62c-9d48-4515-b997-2c04afd1ba3a
Required,13-Dec-2023,location.href = '/disclosure/Inspection/Details/56a3adf7-b273-4387-b591-67ac76742eee' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/56a3adf7-b273-4387-b591-67ac76742eee,https://disclosure55.wechu.org/disclosure/Facility/Details/9331f62c-9d48-4515-b997-2c04afd1ba3a
Required,06-Apr-2023,location.href = '/disclosure/Inspection/Details/78ddbdac-14cf-4a0e-98b7-bdae8f8ef489' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/78ddbdac-14cf-4a0e-98b7-bdae8f8ef489,https://disclosure55.wechu.org/disclosure/Facility/Details/9331f62c-9d48-4515-b997-2c04afd1ba3a
Required,08-Jan-2024,location.href = '/disclosure/Inspection/Details/1ba10d02-2c52-4be8-b03e-533ac1232411' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1ba10d02-2c52-4be8-b03e-533ac1232411,https://disclosure55.wechu.org/disclosure/Facility/Details/f6540f19-62b6-4b53-9a29-1bddbfdaea13
Re-Inspection,08-Jan-2024,location.href = '/disclosure/Inspection/Details/daec58e4-4ad2-4a6f-ac2b-7b58e85dfddd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/daec58e4-4ad2-4a6f-ac2b-7b58e85dfddd,https://disclosure55.wechu.org/disclosure/Facility/Details/f6540f19-62b6-4b53-9a29-1bddbfdaea13
Re-Inspection,18-Dec-2023,location.href = '/disclosure/Inspection/Details/3c8ca25c-2f21-4aba-bdb5-686df0db0ed4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3c8ca25c-2f21-4aba-bdb5-686df0db0ed4,https://disclosure55.wechu.org/disclosure/Facility/Details/f6540f19-62b6-4b53-9a29-1bddbfdaea13
Required,16-Nov-2023,location.href = '/disclosure/Inspection/Details/3b4c1e16-f393-44b7-a6f8-04623482ddd1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3b4c1e16-f393-44b7-a6f8-04623482ddd1,https://disclosure55.wechu.org/disclosure/Facility/Details/f6540f19-62b6-4b53-9a29-1bddbfdaea13
Required,14-Apr-2023,location.href = '/disclosure/Inspection/Details/1c70657e-31cd-4648-a217-5769418d27c4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1c70657e-31cd-4648-a217-5769418d27c4,https://disclosure55.wechu.org/disclosure/Facility/Details/f6540f19-62b6-4b53-9a29-1bddbfdaea13
Required,25-Aug-2022,location.href = '/disclosure/Inspection/Details/611db8eb-c53c-419d-9bb9-85b8dabe30a2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/611db8eb-c53c-419d-9bb9-85b8dabe30a2,https://disclosure55.wechu.org/disclosure/Facility/Details/f6540f19-62b6-4b53-9a29-1bddbfdaea13
Required,03-May-2024,location.href = '/disclosure/Inspection/Details/98964494-03f4-44df-9cd7-a4e11ce53b15' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/98964494-03f4-44df-9cd7-a4e11ce53b15,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Required,09-Nov-2023,location.href = '/disclosure/Inspection/Details/3e5dcc35-ba16-4e97-8430-4634e892e368' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3e5dcc35-ba16-4e97-8430-4634e892e368,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Complaint Re-Inspection,14-Aug-2023,location.href = '/disclosure/Inspection/Details/e6f96157-74d9-4581-a0a5-94434c442d55' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e6f96157-74d9-4581-a0a5-94434c442d55,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Complaint Re-Inspection,04-Aug-2023,location.href = '/disclosure/Inspection/Details/9ab0000d-2e46-45dc-a5a7-781178bb6b75' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9ab0000d-2e46-45dc-a5a7-781178bb6b75,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Complaint,18-Jul-2023,location.href = '/disclosure/Inspection/Details/4537737b-12c6-4f1b-99a3-3431188e5ed7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4537737b-12c6-4f1b-99a3-3431188e5ed7,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Required,08-May-2023,location.href = '/disclosure/Inspection/Details/99739906-5e1b-4120-bc58-0f20aa8ec239' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/99739906-5e1b-4120-bc58-0f20aa8ec239,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Required,11-Aug-2022,location.href = '/disclosure/Inspection/Details/1d91b4ba-ea2a-4832-92bf-bedae137716f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1d91b4ba-ea2a-4832-92bf-bedae137716f,https://disclosure55.wechu.org/disclosure/Facility/Details/b1de0ea7-de22-41cf-9961-0eed31fc5947
Required,06-Mar-2024,location.href = '/disclosure/Inspection/Details/344ebb2c-83dd-4e42-9206-7f3896d2cc91' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/344ebb2c-83dd-4e42-9206-7f3896d2cc91,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Required,24-Nov-2023,location.href = '/disclosure/Inspection/Details/e534d83e-1e8d-41c4-9d5a-11b360adaba6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e534d83e-1e8d-41c4-9d5a-11b360adaba6,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Re-Inspection,24-Nov-2023,location.href = '/disclosure/Inspection/Details/06b08816-3aa6-4864-ab1c-d2652b751a78' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/06b08816-3aa6-4864-ab1c-d2652b751a78,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Required,21-Aug-2023,location.href = '/disclosure/Inspection/Details/c660ae74-cdfa-48c9-a6f7-c51f36b9d8a9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c660ae74-cdfa-48c9-a6f7-c51f36b9d8a9,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Re-Inspection,18-Jul-2023,location.href = '/disclosure/Inspection/Details/e950396a-821c-40f5-885c-65fc57d34f9d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e950396a-821c-40f5-885c-65fc57d34f9d,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Complaint,07-Jul-2023,location.href = '/disclosure/Inspection/Details/edae5efa-a72e-4ae4-a56d-e4d5d8f175d9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/edae5efa-a72e-4ae4-a56d-e4d5d8f175d9,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Re-Inspection,16-Mar-2023,location.href = '/disclosure/Inspection/Details/f0da6a7b-4e78-420c-b1d9-655437a2864e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f0da6a7b-4e78-420c-b1d9-655437a2864e,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Required,17-Feb-2023,location.href = '/disclosure/Inspection/Details/e6ce51f7-027d-4109-9603-72ae837ae274' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e6ce51f7-027d-4109-9603-72ae837ae274,https://disclosure55.wechu.org/disclosure/Facility/Details/988851dd-a406-4a94-b7a7-d10682777214
Required,05-Jul-2023,location.href = '/disclosure/Inspection/Details/a219485b-48d3-4bc5-89e0-8222f7000340' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a219485b-48d3-4bc5-89e0-8222f7000340,https://disclosure55.wechu.org/disclosure/Facility/Details/c6aee336-f4b2-4ccd-8cc0-aa1138b592dc
Re-Inspection,05-Apr-2023,location.href = '/disclosure/Inspection/Details/34403cc0-36cc-4076-9407-ca7e9d1aaa79' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/34403cc0-36cc-4076-9407-ca7e9d1aaa79,https://disclosure55.wechu.org/disclosure/Facility/Details/c6aee336-f4b2-4ccd-8cc0-aa1138b592dc
Required,09-Mar-2023,location.href = '/disclosure/Inspection/Details/143f90f5-8145-4559-9bc1-11a41fa36593' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/143f90f5-8145-4559-9bc1-11a41fa36593,https://disclosure55.wechu.org/disclosure/Facility/Details/c6aee336-f4b2-4ccd-8cc0-aa1138b592dc
Required,04-Nov-2022,location.href = '/disclosure/Inspection/Details/426d5ca4-c8fb-4ad7-8a94-b1b39804bd52' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/426d5ca4-c8fb-4ad7-8a94-b1b39804bd52,https://disclosure55.wechu.org/disclosure/Facility/Details/c6aee336-f4b2-4ccd-8cc0-aa1138b592dc
Required,18-Jan-2024,location.href = '/disclosure/Inspection/Details/b49d0eeb-39ff-4c1b-8fe6-2215194263c6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b49d0eeb-39ff-4c1b-8fe6-2215194263c6,https://disclosure55.wechu.org/disclosure/Facility/Details/1bdc6fc2-aefc-4b7e-aac2-bbefbbcf5b22
Required,11-Jan-2023,location.href = '/disclosure/Inspection/Details/79811d2e-8b16-463c-b122-6d5198034fd0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/79811d2e-8b16-463c-b122-6d5198034fd0,https://disclosure55.wechu.org/disclosure/Facility/Details/1bdc6fc2-aefc-4b7e-aac2-bbefbbcf5b22
Required,23-Feb-2024,location.href = '/disclosure/Inspection/Details/6bd32dc7-6a33-41c6-b7f2-c2e9be5b210d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/6bd32dc7-6a33-41c6-b7f2-c2e9be5b210d,https://disclosure55.wechu.org/disclosure/Facility/Details/4bd4c5de-5eda-43fa-a0a6-aff7c719a096
Required,25-Oct-2023,location.href = '/disclosure/Inspection/Details/384c4d8e-b59c-4229-9164-9817f4d6722e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/384c4d8e-b59c-4229-9164-9817f4d6722e,https://disclosure55.wechu.org/disclosure/Facility/Details/4bd4c5de-5eda-43fa-a0a6-aff7c719a096
Required,08-Jun-2023,location.href = '/disclosure/Inspection/Details/5af478ba-99d1-418a-b0ed-365d1728ac30' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5af478ba-99d1-418a-b0ed-365d1728ac30,https://disclosure55.wechu.org/disclosure/Facility/Details/4bd4c5de-5eda-43fa-a0a6-aff7c719a096
Required,17-Feb-2023,location.href = '/disclosure/Inspection/Details/cdf21ac5-d201-40f2-9895-beb6d98208d1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cdf21ac5-d201-40f2-9895-beb6d98208d1,https://disclosure55.wechu.org/disclosure/Facility/Details/4bd4c5de-5eda-43fa-a0a6-aff7c719a096
Required,18-Aug-2022,location.href = '/disclosure/Inspection/Details/cbbb84d2-92cc-447a-809e-824853a224fb' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cbbb84d2-92cc-447a-809e-824853a224fb,https://disclosure55.wechu.org/disclosure/Facility/Details/4bd4c5de-5eda-43fa-a0a6-aff7c719a096
