Facility Name,Site Address,Last Inspection Date,url_entity_partial,category,Facility Type,url_entity_full
Speedy Stefany,356 Tillson St  Tillsonburg ON N4G 3L3,09/19/2023,location.href = '/Portal/Facility/Details/73ea2fa2-7f7c-475c-aacb-a9bedddb8b4b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/73ea2fa2-7f7c-475c-aacb-a9bedddb8b4b
Spice Divine Grocery and Bakery,H1-870 Queenston Blvd  Woodstock ON NB4T 0M4,09/19/2023,location.href = '/Portal/Facility/Details/0dcba56e-41e7-409a-a53e-ff5a73309847' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0dcba56e-41e7-409a-a53e-ff5a73309847
Spicer's Bakery Aylmer,20 Talbot St W  Aylmer ON N5H 1J7,,location.href = '/Portal/Facility/Details/bec3b5cc-d980-4a00-bf12-8d711b390492' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bec3b5cc-d980-4a00-bf12-8d711b390492
Spicer's Bakery of Aylmer Ltd. (St. Thomas),965 Talbot St  St. Thomas ON N5H 1E8,06/07/2023,location.href = '/Portal/Facility/Details/4b94e388-cde3-41d7-a1b5-b85a5de1052f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4b94e388-cde3-41d7-a1b5-b85a5de1052f
Spring Lake RV Resort,263459 Prouse Rd  Mount Elgin ON N0J 1N0,08/10/2023,location.href = '/Portal/Facility/Details/83b0fe75-1e69-4968-b7ed-5f139728a7a6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/83b0fe75-1e69-4968-b7ed-5f139728a7a6
Springbank Public School - Before & After School Program,1060 Sprucedale Rd  Woodstock ON N4S 4Z9,12/19/2022,location.href = '/Portal/Facility/Details/3f29dc1e-ea3a-4f96-9f68-0f710e72f614' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3f29dc1e-ea3a-4f96-9f68-0f710e72f614
Springbank Public School - Milk Program,1060 Sprucedale Rd  Woodstock ON N4S 4Z9,,location.href = '/Portal/Facility/Details/df5330e8-9422-44f2-95ab-9d0cbf01bc02' ,Food,,https://healthinspect.ca/Portal/Facility/Details/df5330e8-9422-44f2-95ab-9d0cbf01bc02
Springbank Public School - Nourishment Program,1080 Sprucedale Rd  Woodstock ON N4S 4Z9,12/19/2022,location.href = '/Portal/Facility/Details/c09b9aea-11fe-4990-a978-acf132f9ac45' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c09b9aea-11fe-4990-a978-acf132f9ac45
Springfield Mini Mart,98 Main St  Springfield ON N0L 2J0,03/31/2023,location.href = '/Portal/Facility/Details/15a1ef7a-4d47-4f11-82ce-bb1d3d88acdb' ,Food,,https://healthinspect.ca/Portal/Facility/Details/15a1ef7a-4d47-4f11-82ce-bb1d3d88acdb
Springfield Public School - Before & After School Program,51336 Ron McNeil Line  Springfield ON N0L 2J0,,location.href = '/Portal/Facility/Details/2f2e118e-6a89-4c3d-b865-34b23b08e0ac' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2f2e118e-6a89-4c3d-b865-34b23b08e0ac
Springfield Public School - Nourishment Program,51336 Ron McNeil Line  Springfield ON N0L 2J0,,location.href = '/Portal/Facility/Details/7ea76195-4a33-44c4-824c-ba60e8e221cc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7ea76195-4a33-44c4-824c-ba60e8e221cc
Springford Community Hall,439 Main St W  Springford ON N0J 1X0,04/26/2023,location.href = '/Portal/Facility/Details/355efe38-24be-47b9-b19f-051e0a91f570' ,Food,,https://healthinspect.ca/Portal/Facility/Details/355efe38-24be-47b9-b19f-051e0a91f570
Springford Variety,3 West St N  Springford ON N0J 1X0,10/17/2023,location.href = '/Portal/Facility/Details/943fc59b-6c65-489d-8484-dbff142cd5c6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/943fc59b-6c65-489d-8484-dbff142cd5c6
Springwater Conservation Area - Booth,8079 Springwater Rd  Aylmer ON N5H 2R4,04/19/2023,location.href = '/Portal/Facility/Details/ca50a45c-5658-4c65-a880-832ac789bba4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ca50a45c-5658-4c65-a880-832ac789bba4
Springwater Pancake House,8079 Springwater Rd  Aylmer ON N5H 2R4,03/07/2023,location.href = '/Portal/Facility/Details/ed2211cb-1303-4729-b478-960b430efb0e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ed2211cb-1303-4729-b478-960b430efb0e
Springwater Park Gatehouse Snack Bar,8079 Springwater Rd  Aylmer ON N5H 2R4,07/10/2023,location.href = '/Portal/Facility/Details/f02c6ef3-edac-443a-b746-1c2d6d0e704e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f02c6ef3-edac-443a-b746-1c2d6d0e704e
St Anne's Catholic Elementary School - Before & After School Program,84 Park Ave  St Thomas ON N5R 4W1,04/25/2023,location.href = '/Portal/Facility/Details/d44980f7-1f06-4308-93c4-c2c385b0794f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d44980f7-1f06-4308-93c4-c2c385b0794f
St Anne's Catholic Elementary School - Nourishment Program,84 Park Ave  St Thomas ON N5R 4W1,04/25/2023,location.href = '/Portal/Facility/Details/2c20b29d-6026-485d-b20a-1ed326a64c43' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2c20b29d-6026-485d-b20a-1ed326a64c43
St Anne's Community Centre,20 Morrison Dr  St. Thomas ON N5R 4S6,,location.href = '/Portal/Facility/Details/654b4a50-3a36-45f7-8c04-d0c5127fd0f2' ,Food,,https://healthinspect.ca/Portal/Facility/Details/654b4a50-3a36-45f7-8c04-d0c5127fd0f2
St Joseph's Catholic School - Before & After School Program,31 Francis St  Tillsonburg ON N4G 1E8,04/05/2023,location.href = '/Portal/Facility/Details/97ec94a5-bb69-4dbf-9a81-bd7656e823fd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/97ec94a5-bb69-4dbf-9a81-bd7656e823fd
St Joseph's Catholic School - Nourishment Program,31 Francis St  Tillsonburg ON N4G 1E8,04/05/2023,location.href = '/Portal/Facility/Details/ae963eee-1cfb-40d3-8747-990c0fea34d0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ae963eee-1cfb-40d3-8747-990c0fea34d0
St Joseph's High School - Cafeteria,100 Bill Martyn Pkwy  St Thomas ON N5R 6A7,,location.href = '/Portal/Facility/Details/9a17f806-80a0-4683-aa14-0f11a0936712' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9a17f806-80a0-4683-aa14-0f11a0936712
St Joseph's High School - Nourishment Program,100 Bill Martyn Pkwy  St. Thomas ON N5R 6A7,,location.href = '/Portal/Facility/Details/7ecbc375-aba2-44e8-94f0-505cdc8fb942' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7ecbc375-aba2-44e8-94f0-505cdc8fb942
St Joseph's YMCA Childcare,31 Frances St  Tillsonburg ON N4G 1E8,10/19/2023,location.href = '/Portal/Facility/Details/5566481d-260c-4070-b117-3e79d9d1aec9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5566481d-260c-4070-b117-3e79d9d1aec9
St Jude's Separate School - Before & After School Program,30 Caffyn St  Ingersoll ON N5C 3T7,04/27/2023,location.href = '/Portal/Facility/Details/e9023640-481b-4e7f-8f3c-b0b684125be3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e9023640-481b-4e7f-8f3c-b0b684125be3
St Jude's Separate School - Milk Program,30 Caffyn St.  Ingersoll ON N5C 3T7,,location.href = '/Portal/Facility/Details/9a8a0cb3-1da5-4499-a21e-c8de08a291b9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9a8a0cb3-1da5-4499-a21e-c8de08a291b9
St Jude's Separate School - Nutrition Enhancement,30 Caffyn St  Ingersoll ON N5C 3T7,,location.href = '/Portal/Facility/Details/81eed08c-7c35-4e59-8a43-282101b08939' ,Food,,https://healthinspect.ca/Portal/Facility/Details/81eed08c-7c35-4e59-8a43-282101b08939
St Mary's Catholic Elementary School - Before & After School Program,128 William St  West Lorne ON N0L 2P0,06/22/2023,location.href = '/Portal/Facility/Details/3c37bd40-2918-4bfd-8099-8f6f5da67b19' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3c37bd40-2918-4bfd-8099-8f6f5da67b19
St Mary's Catholic Elementary School - Nourishment Program,128 William St  West Lorne ON N0L 2P0,06/22/2023,location.href = '/Portal/Facility/Details/5ed002ba-5e49-4f02-8ef2-74bc3278df8d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5ed002ba-5e49-4f02-8ef2-74bc3278df8d
St Mary's High School - Nourishment Program,431 Juliana Dr  Woodstock ON N4V 1E8,01/17/2023,location.href = '/Portal/Facility/Details/7b4dc921-320d-4306-9d9f-3a54b4b54acd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7b4dc921-320d-4306-9d9f-3a54b4b54acd
St Mary's High School - School to Community Program,431 Juliana Dr  Woodstock ON N4V 1E8,01/17/2023,location.href = '/Portal/Facility/Details/f944aba9-5d67-4e13-89bb-e2e99116a88c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f944aba9-5d67-4e13-89bb-e2e99116a88c
St Michael's School - Before & After School Program,1085 Devonshire Ave  Woodstock ON N4S 5S4,11/01/2022,location.href = '/Portal/Facility/Details/82f23fe7-d522-4bb6-a2cf-dc44a3187e17' ,Food,,https://healthinspect.ca/Portal/Facility/Details/82f23fe7-d522-4bb6-a2cf-dc44a3187e17
St Michael's School - Milk Program,1085 Devonshire Ave  Woodstock ON N4S 5S4,,location.href = '/Portal/Facility/Details/463a520f-342a-4a7b-8767-a66261bb88f9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/463a520f-342a-4a7b-8767-a66261bb88f9
St Michael's School - Nourishment Program,1085 Devonshire Ave  Woodstock ON N4S 5S4,11/01/2022,location.href = '/Portal/Facility/Details/0662bc9e-b7d5-4f67-9d0b-a29302545a5d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0662bc9e-b7d5-4f67-9d0b-a29302545a5d
St Patrick's Separate School - Before & After School Program,344 Parkinson Rd  Woodstock ON N4S 2N6,06/08/2023,location.href = '/Portal/Facility/Details/af0d95c1-a193-43d4-b259-69577a276c9c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/af0d95c1-a193-43d4-b259-69577a276c9c
St Patrick's Separate School - Milk Program,344 Parkinson Rd  Woodstock ON N4S 2N6,,location.href = '/Portal/Facility/Details/c8fbdd5c-afec-4358-baf5-3c084606896a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c8fbdd5c-afec-4358-baf5-3c084606896a
St Patrick's Separate School - Nourishment Program,344 Parkinson Rd  Woodstock ON N4S 2N6,06/08/2023,location.href = '/Portal/Facility/Details/e173b33f-1ca6-4210-9314-845af920a006' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e173b33f-1ca6-4210-9314-845af920a006
St Thomas Community Christian Lunch Room,77 Fairview Ave  St. Thomas ON N5R 4X7,,location.href = '/Portal/Facility/Details/235d932e-3962-43d3-a41a-43325de1d03f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/235d932e-3962-43d3-a41a-43325de1d03f
St Thomas Co-op Nursery School - Kitchen,28 Southwick St  St. Thomas ON N5R 3R8,03/24/2023,location.href = '/Portal/Facility/Details/af9fbf0b-40f9-4eb9-bdb9-bb17df47fd41' ,Food,,https://healthinspect.ca/Portal/Facility/Details/af9fbf0b-40f9-4eb9-bdb9-bb17df47fd41
St Thomas Curling Club,38 Parkside Drive  St. Thomas ON N5P 4H4,,location.href = '/Portal/Facility/Details/e4a4ef19-3ee0-4d4f-a9c9-012755ac3dd4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e4a4ef19-3ee0-4d4f-a9c9-012755ac3dd4
St Thomas Elgin General Hospital - Cafeteria,189 Elm St  St. Thomas ON N5R 3X9,10/26/2023,location.href = '/Portal/Facility/Details/7e125fd2-98c1-49ed-b83c-031311a69692' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7e125fd2-98c1-49ed-b83c-031311a69692
St Thomas Elgin General Hospital - Institutional Food,189 Elm St  St. Thomas ON N5R 3X9,10/26/2023,location.href = '/Portal/Facility/Details/c1128513-787c-4b56-a167-ed55fccf88b1' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c1128513-787c-4b56-a167-ed55fccf88b1
St Thomas Elgin Memorial Arena Banquet Facility,80 Wilson Ave  St Thomas ON N5R 3R2,09/25/2023,location.href = '/Portal/Facility/Details/162c2def-904b-4fde-b3f1-9156bc92a29a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/162c2def-904b-4fde-b3f1-9156bc92a29a
St Thomas Foodland,20 William St  St. Thomas ON N5R 3G9,07/25/2022,location.href = '/Portal/Facility/Details/3bc69bbd-6897-4a66-a0f4-aa4eedcb404b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3bc69bbd-6897-4a66-a0f4-aa4eedcb404b
St Thomas Fries-R-Us,1030 Talbot St  St Thomas ON N5P 1G3,03/24/2023,location.href = '/Portal/Facility/Details/a78f4a6b-247a-4d4b-a245-a7aaff6f9fe5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a78f4a6b-247a-4d4b-a245-a7aaff6f9fe5
St Thomas Golf & Country Club & Bar,42325 Sparta Line  St Thomas ON N5P 4B1,10/19/2023,location.href = '/Portal/Facility/Details/29e86ca0-8b60-4c72-8cfe-c937c8442ec5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/29e86ca0-8b60-4c72-8cfe-c937c8442ec5
St Thomas Raceway Park - Refresh Stand,"45633 Sparta Line, RR4  St. Thomas ON N5P 3S5",06/19/2023,location.href = '/Portal/Facility/Details/704a2b5e-c2c7-43d1-974f-ab18ce81b835' ,Food,,https://healthinspect.ca/Portal/Facility/Details/704a2b5e-c2c7-43d1-974f-ab18ce81b835
St. David's United Church - Shelley's Scones,190 Springbank Ave  Woodstock ON N4S 7R1,,location.href = '/Portal/Facility/Details/03a1e7a3-0b4a-4489-924e-2f6897f38010' ,Food,,https://healthinspect.ca/Portal/Facility/Details/03a1e7a3-0b4a-4489-924e-2f6897f38010
St. James Presbyterian Church - Kitchen,44936 Ferguson Line  St Thomas ON N5P 3T1,01/19/2023,location.href = '/Portal/Facility/Details/1dfe0504-36c2-4366-81bc-7f6d69601ca5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1dfe0504-36c2-4366-81bc-7f6d69601ca5
St. Thomas Roadhouse,837 Talbot St  St Thomas ON N5P 1E4,08/01/2023,location.href = '/Portal/Facility/Details/bdb216db-c32f-4a04-9962-75979dae5a65' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bdb216db-c32f-4a04-9962-75979dae5a65
St. Thomas Variety,"294 Wellington Street  St.Thomas, N5R 2Sp ON",10/16/2023,location.href = '/Portal/Facility/Details/7784e7db-ea83-4121-9a0c-31a40355a583' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7784e7db-ea83-4121-9a0c-31a40355a583
St. Thomas Variety,294 Wellington St  St Thomas ON N5R 2S9,08/24/2022,location.href = '/Portal/Facility/Details/709922c9-ddd2-4762-b8fa-1d11c3eed21d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/709922c9-ddd2-4762-b8fa-1d11c3eed21d
Stacked Pancake & Breakfast House,1063 Talbot Street  St. Thomas Ontario N5P 1G4,09/26/2023,location.href = '/Portal/Facility/Details/c153aebe-9945-41c8-a33a-edbee806eaed' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c153aebe-9945-41c8-a33a-edbee806eaed
Stacked Pancake House,C2-383 Norwich Ave  Woodstock ON N4S 3W4,10/25/2023,location.href = '/Portal/Facility/Details/fe397c64-c694-4e7a-9577-f8716d47f7a7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/fe397c64-c694-4e7a-9577-f8716d47f7a7
Staples,3-1063 Talbot St  St. Thomas ON N5P 1G4,10/19/2023,location.href = '/Portal/Facility/Details/b6b45d38-47f0-4ce7-ab6c-2fb48851f6be' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b6b45d38-47f0-4ce7-ab6c-2fb48851f6be
Starbucks Coffee #51593,537 Norwich Ave  Woodstock ON N4V 1C7,03/30/2023,location.href = '/Portal/Facility/Details/c6a053a9-bfdb-4d77-8cb1-a0fb166585fc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c6a053a9-bfdb-4d77-8cb1-a0fb166585fc
Starbucks Coffee #66525,1025 Talbot St  St. Thomas ON N5P 1G5,01/09/2023,location.href = '/Portal/Facility/Details/bbc092ad-7dce-4cde-97d3-21abc0e2588a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bbc092ad-7dce-4cde-97d3-21abc0e2588a
Starbucks Coffee #66750,38 Oxford St  Tillsonburg ON N4G 2G1,10/26/2023,location.href = '/Portal/Facility/Details/f8565f2a-95d8-4a46-aa2c-4b559424272d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f8565f2a-95d8-4a46-aa2c-4b559424272d
Starbucks Coffee #66816,831 Dundas St  Woodstock ON N4S 1G5,07/07/2023,location.href = '/Portal/Facility/Details/9b49508c-c180-4cd6-9b45-a1c50206faab' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9b49508c-c180-4cd6-9b45-a1c50206faab
Starlight Convenience Store,780 Dundas St  Woodstock ON N4S 1E9,09/14/2023,location.href = '/Portal/Facility/Details/ecfbb134-9c73-4512-bafc-839c8a4e6636' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ecfbb134-9c73-4512-bafc-839c8a4e6636
Station Arts Centre Tillsonburg,41 Bridge St W  Tillsonburg ON N4G 5P2,,location.href = '/Portal/Facility/Details/cb6544c7-005f-4931-a6d3-a2d4e01fb651' ,Food,,https://healthinspect.ca/Portal/Facility/Details/cb6544c7-005f-4931-a6d3-a2d4e01fb651
Stationview YMCA Childcare Kitchen,25 St Catherine Street  St. Thomas ON N5P 2V6,08/31/2023,location.href = '/Portal/Facility/Details/03bfb978-4422-4c20-bb91-35da82d5d8f9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/03bfb978-4422-4c20-bb91-35da82d5d8f9
Steelhead Food Co.,189 Main Street  Port Stanley Ontario N5L 1H6,05/19/2023,location.href = '/Portal/Facility/Details/423d8122-1d1e-4e85-92f0-5be50e553735' ,Food,,https://healthinspect.ca/Portal/Facility/Details/423d8122-1d1e-4e85-92f0-5be50e553735
Steelhead Food Co.,5 Barrie Blvd  St. Thomas ON N5P 4B9,10/24/2023,location.href = '/Portal/Facility/Details/d7a21a78-755c-4ca4-9de8-9b40b3e21434' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d7a21a78-755c-4ca4-9de8-9b40b3e21434
Still Meadow Farm,235492 23rd Line  Thamesford ON N0M 2M0,08/24/2022,location.href = '/Portal/Facility/Details/eeec1a25-5c87-4344-aeba-3123af3aa1ea' ,Food,,https://healthinspect.ca/Portal/Facility/Details/eeec1a25-5c87-4344-aeba-3123af3aa1ea
Stockyard Café,8933 Walker Rd  Aylmer ON N5H 2R1,03/30/2023,location.href = '/Portal/Facility/Details/f49f653e-96d1-44b6-8a03-c2c6df38e1ef' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f49f653e-96d1-44b6-8a03-c2c6df38e1ef
Stonehaven Golf Course,415935 41st Line  Embro ON N0J 1J0,06/13/2023,location.href = '/Portal/Facility/Details/524a3546-9cb5-4a88-908d-a94a0de07aa6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/524a3546-9cb5-4a88-908d-a94a0de07aa6
"Storehouse, The",2-211 Main St  Port Stanley Ontario N5L 1C4,03/21/2023,location.href = '/Portal/Facility/Details/efdbf3e0-4641-4c81-bbdb-ec28e941fd05' ,Food,,https://healthinspect.ca/Portal/Facility/Details/efdbf3e0-4641-4c81-bbdb-ec28e941fd05
Stories Cafe,596206 Oxford 59  Hickson ON N0J 1L0,08/04/2023,location.href = '/Portal/Facility/Details/3b7c6d99-eecf-4cfa-86be-8019d649eff3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3b7c6d99-eecf-4cfa-86be-8019d649eff3
Straffordville Community Centre,56169 Heritage Line  Straffordville ON N0J 1Y0,10/25/2023,location.href = '/Portal/Facility/Details/29344695-f9a5-4b9c-82d7-8d0e31c4cde6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/29344695-f9a5-4b9c-82d7-8d0e31c4cde6
Straffordville Public School - Before & After School Program,9188 Plank Rd  Straffordville ON N0J 1Y0,05/17/2023,location.href = '/Portal/Facility/Details/c79dde53-b8cf-498a-b052-bd341a5e7bc2' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c79dde53-b8cf-498a-b052-bd341a5e7bc2
Straffordville Public School - Nourishment Program,9188 Plank Rd  Straffordville ON N0J 1Y0,05/17/2023,location.href = '/Portal/Facility/Details/9dd1e807-58d0-4a7e-b3ca-4c137be5d043' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9dd1e807-58d0-4a7e-b3ca-4c137be5d043
Streamliners Espresso Bar,767 Talbot St  St. Thomas ON N5P 1E3,06/08/2023,location.href = '/Portal/Facility/Details/3dd01e9b-65de-4c53-8d29-e50af4384e15' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3dd01e9b-65de-4c53-8d29-e50af4384e15
Studer's Variety,350 John St S  Aylmer ON N5H 2E2,,location.href = '/Portal/Facility/Details/a139ab21-f181-4298-84b8-4b0bf9c3ca53' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a139ab21-f181-4298-84b8-4b0bf9c3ca53
Sub Zero,930 Talbot St  St Thomas ON N5R 1E7,05/31/2023,location.href = '/Portal/Facility/Details/726d5b5a-6cad-4568-b378-cfdddb053317' ,Food,,https://healthinspect.ca/Portal/Facility/Details/726d5b5a-6cad-4568-b378-cfdddb053317
Subway,343 Norwich Ave  Woodstock ON N4S 3V9,10/25/2023,location.href = '/Portal/Facility/Details/9a1d6793-9a4b-4167-a141-e7ade528c3da' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9a1d6793-9a4b-4167-a141-e7ade528c3da
Subway,181 Talbot St  St. Thomas ON N5P 1A8,03/21/2023,location.href = '/Portal/Facility/Details/4fa37b57-d11d-4db2-91e7-def1fa6c5892' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4fa37b57-d11d-4db2-91e7-def1fa6c5892
Subway,174 Culloden Line  Ingersoll ON N5C 3R2,07/07/2023,location.href = '/Portal/Facility/Details/9da5150f-fd40-4b2b-8989-f426928cf378' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9da5150f-fd40-4b2b-8989-f426928cf378
Subway,345 Talbot St W  Aylmer ON N5H 1K3,,location.href = '/Portal/Facility/Details/dec8836a-d939-4d21-b335-453e9323eda5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/dec8836a-d939-4d21-b335-453e9323eda5
Subway,976 Dundas St  Woodstock ON N4S 1H3,06/20/2023,location.href = '/Portal/Facility/Details/f7238a72-7b7b-4d96-b0fa-b91e33be147f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f7238a72-7b7b-4d96-b0fa-b91e33be147f
Subway,3 Vansittart Ave  Woodstock ON N4S 6E1,06/19/2023,location.href = '/Portal/Facility/Details/e64f637b-de3b-4540-a3ce-a8efbaf7868e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e64f637b-de3b-4540-a3ce-a8efbaf7868e
Subway,400 Highbury Ave. South  St. Thomas ON N5P 0A5,06/06/2023,location.href = '/Portal/Facility/Details/508472e2-c296-42dd-811b-a6ae2c124fb9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/508472e2-c296-42dd-811b-a6ae2c124fb9
Subway,5-965 Talbot St  St Thomas ON N5P 1E8,10/16/2023,location.href = '/Portal/Facility/Details/61e2fe43-db13-4c66-ad9b-a48ff5667043' ,Food,,https://healthinspect.ca/Portal/Facility/Details/61e2fe43-db13-4c66-ad9b-a48ff5667043
Subway,51 Simcoe St  Tillsonburg ON N4G 3T5,10/20/2023,location.href = '/Portal/Facility/Details/c8e649ac-72d1-4b9e-ba7e-9fa88f8f944e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c8e649ac-72d1-4b9e-ba7e-9fa88f8f944e
Subway,5-385 Springbank Ave N  Woodstock ON N4T 1R3,07/18/2023,location.href = '/Portal/Facility/Details/efe2c5e5-75e7-4e78-8784-97e09b1667f7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/efe2c5e5-75e7-4e78-8784-97e09b1667f7
Subway,676 Broadway St  Tillsonburg ON N4G 4H1,10/25/2023,location.href = '/Portal/Facility/Details/f9b0c1d0-49db-4d00-9cf7-8afac4931b04' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f9b0c1d0-49db-4d00-9cf7-8afac4931b04
Subway,417 Wellington St  St. Thomas ON N5R 5J5,,location.href = '/Portal/Facility/Details/b3e27c36-8014-4ad0-a23b-7fbed50c8800' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b3e27c36-8014-4ad0-a23b-7fbed50c8800
Subway,188 Sunset Dr  St Thomas ON N5R 3B9,04/13/2023,location.href = '/Portal/Facility/Details/79c49a6e-1996-4cdb-a485-78c431a651d8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/79c49a6e-1996-4cdb-a485-78c431a651d8
Subway,120 Thames St N  Ingersoll ON N5C 4B1,07/17/2023,location.href = '/Portal/Facility/Details/3ca24c13-3733-41d3-9a56-7406d0a0327e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3ca24c13-3733-41d3-9a56-7406d0a0327e
Subway,5 Woodstock St N  Tavistock ON N0B 2R0,12/13/2022,location.href = '/Portal/Facility/Details/7cb094ff-bc80-4972-a42d-679f36c54f83' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7cb094ff-bc80-4972-a42d-679f36c54f83
Subway,209 Graham St  West Lorne ON N0L 2P0,07/20/2023,location.href = '/Portal/Facility/Details/49031a55-ed4d-49f5-9821-656bd2adf05c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/49031a55-ed4d-49f5-9821-656bd2adf05c
Subzero - Mobile,930 Talbot Street  St. Thomas ON N5P 1E7,,location.href = '/Portal/Facility/Details/63c310b1-bdf1-41cd-91c6-29519953208b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/63c310b1-bdf1-41cd-91c6-29519953208b
Summers' Corners - Before & After School Program,50576 Talbot Line  Aylmer ON N5H 2R1,,location.href = '/Portal/Facility/Details/aedd00bc-6f7f-4171-b6f6-b6e20050d589' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aedd00bc-6f7f-4171-b6f6-b6e20050d589
Summers' Corners Public School - Nourishment Program,50576 Talbot Line  Aylmer ON N5H 2R1,,location.href = '/Portal/Facility/Details/9b7ba53f-08b4-4784-a963-fa245dbcd10b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9b7ba53f-08b4-4784-a963-fa245dbcd10b
Sunrise Family Resources,560 Talbot St E  Aylmer ON N5H 2W2,07/26/2023,location.href = '/Portal/Facility/Details/fa49670d-47e3-4d19-a271-311e948035d7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/fa49670d-47e3-4d19-a271-311e948035d7
Sunrise Variety,212 Springbank Ave  Woodstock ON N4S 7R3,07/05/2023,location.href = '/Portal/Facility/Details/1345fb0f-18af-4430-8af9-4c5570ef223a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1345fb0f-18af-4430-8af9-4c5570ef223a
Sunset Cafe,184 Sunset Dr  St. Thomas ON N5R 3C3,08/25/2023,location.href = '/Portal/Facility/Details/5ace8508-c666-4e63-b0a7-8815453c5840' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5ace8508-c666-4e63-b0a7-8815453c5840
