Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Services Inspected,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Bella Vita Cucina Ltd.,493 Kathleen Street  Sudbury ON P3C 2M7,Restaurant,07-Feb-2024,location.href = '/Facility/Details/76a49aad-92c3-449f-acbf-d2b5b9258f45' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/76a49aad-92c3-449f-acbf-d2b5b9258f45
Beni Breakfast and Lunch,125 Loach's Road  Sudbury ON P3E 2P8,Restaurant,02-May-2024,location.href = '/Facility/Details/b3adb4e3-3d8d-40f7-8041-6c3e61e3feda' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b3adb4e3-3d8d-40f7-8041-6c3e61e3feda
Bento Sushi (Location #2624),1836 Regent Street  Sudbury ON P3E 3Z8,Food Take Out,19-Mar-2024,location.href = '/Facility/Details/7f2eaf59-cce9-49b6-bc64-6a0cdf249e88' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7f2eaf59-cce9-49b6-bc64-6a0cdf249e88
Bento Sushi (Location #2803),1485 Lasalle Boulevard  Sudbury ON P3A 5H7,Food Take Out,19-Mar-2024,location.href = '/Facility/Details/5f2f44ea-1e1a-43ef-954b-b0fdb4f589a8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5f2f44ea-1e1a-43ef-954b-b0fdb4f589a8
Berthiaume Service Centre,3460 Highway 144  Chelmsford ON P0M 1L0,Food Store (Convenience / Variety),11-Dec-2023,location.href = '/Facility/Details/9b36dd37-1dfc-4ec7-afe3-2b20fcfe6da7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9b36dd37-1dfc-4ec7-afe3-2b20fcfe6da7
Best Buy,1099 Marcus Drive  Sudbury ON P3B 4K6,Food Store (Convenience / Variety),29-May-2023,location.href = '/Facility/Details/27bb0b93-d424-4286-82df-979c0f942739' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/27bb0b93-d424-4286-82df-979c0f942739
Best Western,151 Larch Street  Sudbury ON P3E 1C3,Satellite / Serving Kitchen,25-Mar-2024,location.href = '/Facility/Details/6dc2e657-a5ea-4df3-8924-e314b5deb4c2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6dc2e657-a5ea-4df3-8924-e314b5deb4c2
Bethany House - Cana Kitchen,1292 Roy Street  Sudbury ON P3A 1M8,Community Kitchen Meal Program,10-Apr-2024,location.href = '/Facility/Details/6e54861e-99f4-4c64-a2fb-8c55f4e35b48' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6e54861e-99f4-4c64-a2fb-8c55f4e35b48
Better Beginnings Better Futures,549 Frood Road  Sudbury ON P3C 5A2,Child-Care Setting Food Preparation,02-Apr-2024,location.href = '/Facility/Details/00d91f1a-08ff-43dd-baa9-839c93a4b2f7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/00d91f1a-08ff-43dd-baa9-839c93a4b2f7
Better Beginnings Better Futures,32 Dell Street  Sudbury ON P3C 2X8,Child-Care Setting Food Preparation,12-Jan-2024,location.href = '/Facility/Details/da437e66-4842-4ad8-91a3-33caac8949b7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/da437e66-4842-4ad8-91a3-33caac8949b7
Better Beginnings Better Futures,140 St George Street  Sudbury ON P3C 2W9,Child-Care Setting Food Preparation,18-Sep-2023,location.href = '/Facility/Details/ab7a4504-752b-4029-b7b5-fe2ef995e4d6' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ab7a4504-752b-4029-b7b5-fe2ef995e4d6
Betty's Confectionary,54 Meredith Street  Gore Bay ON P0P 1H0,Food Store (Convenience / Variety),02-May-2024,location.href = '/Facility/Details/15e7b26a-9f66-4ccd-9cd6-5c0a5525c6ce' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/15e7b26a-9f66-4ccd-9cd6-5c0a5525c6ce
BG's Tacos,28 Haas Road  Alban ON P0M 1A0,Food Take Out,02-Oct-2023,location.href = '/Facility/Details/9c67cb20-33d1-4157-98c8-07d54449529f' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9c67cb20-33d1-4157-98c8-07d54449529f
Big Bear Camp,Lake Horwood  Foleyet ON P0M 1T0,Food Store (Convenience / Variety),,location.href = '/Facility/Details/e3e43331-75c2-446d-b109-dbb9c533fde6' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e3e43331-75c2-446d-b109-dbb9c533fde6
Big Brothers Big Sisters of Greater Sudbury,224 Pine St  Sudbury ON P3C 1X5,Food Bank,19-Dec-2023,location.href = '/Facility/Details/b07b048f-b614-4e88-88a1-29ebb4b2f6a0' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b07b048f-b614-4e88-88a1-29ebb4b2f6a0
Big Mouth Fish & Chips,14 Water Street  South Baymouth P0P 120 ON,Mobile Food Premises,08-Jun-2023,location.href = '/Facility/Details/e441075b-2b38-4061-9cc1-98466363e1ad' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e441075b-2b38-4061-9cc1-98466363e1ad
Billy Bakes,4-1012 Kelly Lake Road  Sudbury ON P3E 5P4,Bakery (Retail and Production),,location.href = '/Facility/Details/4cbe043f-8c6d-4e2c-826b-2127ec73c4d9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4cbe043f-8c6d-4e2c-826b-2127ec73c4d9
Biscotasing General Store,Biscotasing ON P0M 1C0,Food Store (Convenience / Variety),19-Sep-2023,location.href = '/Facility/Details/b05e6444-2b74-4674-bd76-520d7dc30c0e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b05e6444-2b74-4674-bd76-520d7dc30c0e
Biscotasing Recreation Centre,Biscotasing ON P0M 1C0,Full-Service Banquet Hall,19-Sep-2023,location.href = '/Facility/Details/f479d846-9f12-4000-9860-e13a74c40317' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/f479d846-9f12-4000-9860-e13a74c40317
Bishop Alexander Carter Catholic Secondary School,539 Francis Street  Hanmer ON P3P 1E6,School Nourishment Program,15-Nov-2022,location.href = '/Facility/Details/052f666a-bc19-4fd6-bd76-1c78efbe74d8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/052f666a-bc19-4fd6-bd76-1c78efbe74d8
Bishop Alexander Carter Catholic Secondary School,539 Francis St  Hanmer ON P3P 1E6,Cafeteria,,location.href = '/Facility/Details/e9cdd84d-e8a3-420e-8269-9e6c0c6d5d60' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e9cdd84d-e8a3-420e-8269-9e6c0c6d5d60
Bitter Bill's Ice Cream Parlour,3695 Clarence Street  Val Caron ON P3N 1H4,Food Take Out,19-Dec-2023,location.href = '/Facility/Details/e66014d1-b4ea-4bfe-b1b2-053bee2220df' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e66014d1-b4ea-4bfe-b1b2-053bee2220df
Bizzzy Bea's,100 Brian McKee Lane  Sudbury ON P3B 0A1,Caterer/Canner - Rented Facility,18-Mar-2024,location.href = '/Facility/Details/c690feff-51c3-44a4-a682-7fdee077f206' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/c690feff-51c3-44a4-a682-7fdee077f206
Blends and Curries,140 Durham Street  Sudbury ON P3E 3M7,Caterer,25-Mar-2023,location.href = '/Facility/Details/5af4ff26-ca9e-46c6-a9d5-a3d17d4ea5c4' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5af4ff26-ca9e-46c6-a9d5-a3d17d4ea5c4
Blends and Curries,1400 Barrydowne Road  Sudbury ON P3A 3V8,Food Take Out,06-Feb-2024,location.href = '/Facility/Details/32b08fe9-9b61-4602-a5e7-457f1fdf7588' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/32b08fe9-9b61-4602-a5e7-457f1fdf7588
Blue Bird Restaurant & Tavern,43 Levack Drive  Levack ON P0M 2C0,Restaurant,16-Feb-2024,location.href = '/Facility/Details/5e55c625-84e6-4f2c-a8f7-9f63643f2782' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5e55c625-84e6-4f2c-a8f7-9f63643f2782
Blue Door Soup Kitchen,344 Elgin Street  Sudbury ON P3E 3N9,Community Kitchen Meal Program,13-Feb-2024,location.href = '/Facility/Details/6329e874-e499-464f-beb3-eca04a064576' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6329e874-e499-464f-beb3-eca04a064576
Bob's Service Centre (Petro Canada),6822 Highway 17 East  Coniston ON P0M 1M0,Food Store (Convenience / Variety),29-Feb-2024,location.href = '/Facility/Details/00285183-5e75-4450-9cec-ed8558f386c4' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/00285183-5e75-4450-9cec-ed8558f386c4
Bombay Spices,428 Westmount Avenue  Sudbury ON P3A 5V8,Supermarket,21-Mar-2024,location.href = '/Facility/Details/cf934714-a26e-48db-9d1a-b73699f3eff3' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/cf934714-a26e-48db-9d1a-b73699f3eff3
Bonn to bake,101-7 Cedar Street  Sudbury ON P3E 1A2,Restaurant,11-Apr-2024,location.href = '/Facility/Details/2132fd29-ae00-4b93-afee-ae4209fc141e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2132fd29-ae00-4b93-afee-ae4209fc141e
Boogie Mountain,926 Mead Boulevard  Espanola ON P5E 1P9,Refreshment / Concession Stand,19-Jan-2024,location.href = '/Facility/Details/05c37c96-408f-42d1-a9b2-84312262c60a' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/05c37c96-408f-42d1-a9b2-84312262c60a
Booster Juice,1349 Lasalle Boulevard  Sudbury ON P3A 1Z2,Food Take Out,11-Apr-2024,location.href = '/Facility/Details/c94d37b6-01c0-4dbd-8d2f-8855b309bf62' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/c94d37b6-01c0-4dbd-8d2f-8855b309bf62
Booster Juice,1425 Kingsway Boulevard  Sudbury ON P3B 0A2,Food Take Out,08-Mar-2024,location.href = '/Facility/Details/98f96b6e-13e9-470c-9502-6b1eb6ce9c33' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/98f96b6e-13e9-470c-9502-6b1eb6ce9c33
Booster Juice,1835 Regent Street  Sudbury ON P3E 3Z7,Food Take Out,11-Mar-2024,location.href = '/Facility/Details/0c7a5941-06b5-417d-a063-2720d6f32a18' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0c7a5941-06b5-417d-a063-2720d6f32a18
Boss Supplements,1755 Lasalle Boulevard  Sudbury ON P3A 1Z8,Food Store (Convenience / Variety),04-Apr-2024,location.href = '/Facility/Details/da7a8ea6-5bcd-4afe-85ae-2f5c9b7db8a2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/da7a8ea6-5bcd-4afe-85ae-2f5c9b7db8a2
Boston Pizza,120 Donna Drive  Sudbury ON P3B 4K6,Restaurant,21-Feb-2024,location.href = '/Facility/Details/02bbc91d-e766-41eb-835e-50a37c17117d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/02bbc91d-e766-41eb-835e-50a37c17117d
Boulevard Nightclub & Lounge,93 Durham Street  Sudbury ON P3E 5M7,Cocktail Bar / Beverage Room,16-Jan-2023,location.href = '/Facility/Details/7daa7b66-7c45-4942-a708-cedab453cbfc' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7daa7b66-7c45-4942-a708-cedab453cbfc
Boussole des tout-petits,178 Junction Avenue  Azilda ON P0M 1B0,Child-Care Setting Catered,06-Feb-2024,location.href = '/Facility/Details/8885e47a-9413-40f5-a69b-0076a851cefd' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8885e47a-9413-40f5-a69b-0076a851cefd
Boy Gorgeous Hospitality,450 Second Avenue  Sudbury ON P3B 4A4,Caterer,12-Apr-2024,location.href = '/Facility/Details/283639ed-0d9a-4a8b-9d22-616c68ede0bd' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/283639ed-0d9a-4a8b-9d22-616c68ede0bd
Bradley Pharmacy,430 Notre Dame Avenue  Sudbury ON P3C 5K7,Food Store (Convenience / Variety),06-May-2024,location.href = '/Facility/Details/970c3540-c314-4392-981e-04ced34d2bea' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/970c3540-c314-4392-981e-04ced34d2bea
Brady Kwik Way Convenience Store,4-233 Brady St  Sudbury ON P3B 4H5,Food Store (Convenience / Variety),23-Jan-2024,location.href = '/Facility/Details/73fbc72a-2266-4337-ac64-66d8058519ed' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/73fbc72a-2266-4337-ac64-66d8058519ed
"Braydough & Co., Home-based",46 Landreville Drive  Sudbury ON P3A 0A1,Food Take Out,06-Apr-2023,location.href = '/Facility/Details/ac460466-8634-4f6d-a949-a5234a0e7510' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ac460466-8634-4f6d-a949-a5234a0e7510
Bridal Veil Esso - Food Store/Variety & Restaurant,31 Main Street  Kagawong ON P0P 1J0,Restaurant,29-Jun-2023,location.href = '/Facility/Details/586ed9ae-d4df-402f-a117-a0b9bf4459e1' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/586ed9ae-d4df-402f-a117-a0b9bf4459e1
Brookwood Brae Golf Course,399 Ketchankookem Trail  Mindemoya ON P0P 1S0,Restaurant,25-Jul-2023,location.href = '/Facility/Details/171ddefb-f3f0-446a-a66f-8cbd00d49446' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/171ddefb-f3f0-446a-a66f-8cbd00d49446
Bruschetta Bus,268 Centre St  Espanola ON P5E 1G2,Mobile Food Premises,,location.href = '/Facility/Details/bb4c9346-9a32-47eb-932a-60c4eb22daac' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/bb4c9346-9a32-47eb-932a-60c4eb22daac
Bryston's On The Park,5 Creighton Road  Copper Cliff ON P0M 1N0,Full-Service Banquet Hall,19-Jan-2024,location.href = '/Facility/Details/872cb65b-31fe-4c88-a42f-9005c420b3e9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/872cb65b-31fe-4c88-a42f-9005c420b3e9
Bryston's On The Park,5 Creighton Rd  Copper Cliff ON P0M 1N0,Cocktail Bar / Beverage Room,19-Jan-2024,location.href = '/Facility/Details/84af2ede-f811-4b1c-987e-b6e6d41ae7b2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/84af2ede-f811-4b1c-987e-b6e6d41ae7b2
Buck's Cutting Shop,17 Houle Avenue  Dowling ON P0M 1R0,Butcher Shop,20-Dec-2023,location.href = '/Facility/Details/8a4c4981-f74b-4904-a33f-04666245b755' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8a4c4981-f74b-4904-a33f-04666245b755
Buies Grocery & Take-out,9379 Highway 542  Spring Bay ON P0P 2B0,Food Take Out,21-Jun-2023,location.href = '/Facility/Details/3da9d4af-cc3d-4209-8dbc-56dfd3d2e6ea' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3da9d4af-cc3d-4209-8dbc-56dfd3d2e6ea
Bulk Barn,1380 Lasalle Boulevard  Sudbury ON P3A 3T9,Food Store (Convenience / Variety),29-Jan-2024,location.href = '/Facility/Details/cb3b9398-f358-4e6b-bf7c-29f63d295498' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/cb3b9398-f358-4e6b-bf7c-29f63d295498
Bulk Barn,1984 Regent Street  Sudbury ON P3E 5S1,Food Store (Convenience / Variety),24-Jan-2023,location.href = '/Facility/Details/ae7e8ecb-3ae3-4302-a67e-e9c75ba40357' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ae7e8ecb-3ae3-4302-a67e-e9c75ba40357
Bundy's Chip Stand,3481 Falconbridge Highway  Garson ON P3L 1S4,Mobile Food Premises,25-Apr-2024,location.href = '/Facility/Details/e594659b-8173-42b7-b2f0-2a8fd819906b' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e594659b-8173-42b7-b2f0-2a8fd819906b
Buoy's Eatery,1 Purvis Street  Gore Bay ON P0P 1H0,Restaurant,16-Jun-2023,location.href = '/Facility/Details/2b109eff-95a8-42ca-af7c-f25b85914205' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2b109eff-95a8-42ca-af7c-f25b85914205
Burger King,660 Notre Dame Avenue  Sudbury ON P3C 5L2,Restaurant,05-Feb-2024,location.href = '/Facility/Details/8d1a9afd-0ed6-4786-9d81-0a4f322365f8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8d1a9afd-0ed6-4786-9d81-0a4f322365f8
Burger King,3140 Old Highway 69  Val Caron ON P3N 1G3,Restaurant,08-Dec-2023,location.href = '/Facility/Details/a5265d9f-fec5-4cea-a086-7fd2111c9d94' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a5265d9f-fec5-4cea-a086-7fd2111c9d94
Burk's Shell,465 Sable Street East  Massey ON P0P 1P0,Food Store (Convenience / Variety),26-Mar-2024,location.href = '/Facility/Details/4df478dd-71c3-4eae-9585-9990d783f041' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4df478dd-71c3-4eae-9585-9990d783f041
Burpee Mills Complex,8 Bailey Line Road  Evansville ON P0P 1E0,Special Event Banquet Hall,03-Jan-2024,location.href = '/Facility/Details/86f769db-ae6c-4279-81b8-b113a514479b' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/86f769db-ae6c-4279-81b8-b113a514479b
Buttercup Ice Creamery,67 Main Street  Kagawong ON P0P 1J0,Refreshment / Concession Stand,13-Mar-2024,location.href = '/Facility/Details/4c2bd736-78b5-40ae-8d1f-bdb56f3d3a0e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4c2bd736-78b5-40ae-8d1f-bdb56f3d3a0e
Buzzy Brown's Brasserie,1984 Regent Street  Sudbury ON P3E 5R2,Restaurant,23-Jan-2024,location.href = '/Facility/Details/d3be3399-a215-4b63-8926-734ccd619d22' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d3be3399-a215-4b63-8926-734ccd619d22
C.R. Judd Public School,8 Lincoln Crescent  Capreol ON P0M 1H0,School Nourishment Program,17-May-2023,location.href = '/Facility/Details/dc575aec-4d0a-4678-b8b3-80bae387b37e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/dc575aec-4d0a-4678-b8b3-80bae387b37e
Ca Sent Bon Service Alimentaire,37 Lasalle Boulevard  Sudbury ON P3A 2V2,Cafeteria,22-Feb-2023,location.href = '/Facility/Details/d8824263-127a-4d98-b2c7-00c7931daddc' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d8824263-127a-4d98-b2c7-00c7931daddc
Cafe Caravan,50 St David Street North  Noëlville ON P0M 2N0,Food Take Out,14-Nov-2023,location.href = '/Facility/Details/64f7f3eb-403e-4ad6-ba52-2eb4172e7310' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/64f7f3eb-403e-4ad6-ba52-2eb4172e7310
Cafe Oui,3536 Errington Road  Chelmsford ON P0M 1L0,Food Take Out,16-Jan-2024,location.href = '/Facility/Details/5cecdf30-966c-4da5-be91-e93f7e71be0c' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5cecdf30-966c-4da5-be91-e93f7e71be0c
Cafe Petit Gateau,16-1375 Regent Street  Sudbury ON P3E 6K4,Bakery (Retail and Production),21-Mar-2024,location.href = '/Facility/Details/63483cd5-5ed6-417e-85df-e7cd055f1eb2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/63483cd5-5ed6-417e-85df-e7cd055f1eb2
Cakes by Gates,1404 South Bay Road  Sudbury ON P3E 6H6,Food Take Out,14-Nov-2023,location.href = '/Facility/Details/8a099626-02af-4453-b885-6b95d8f373b5' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8a099626-02af-4453-b885-6b95d8f373b5
Cakes by Mel,28 Montee Genereaux  Chelmsford ON P0M 1L0,Bakery (Retail and Production),23-May-2023,location.href = '/Facility/Details/65d32f18-b5d4-409b-8585-31c20eb53275' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/65d32f18-b5d4-409b-8585-31c20eb53275
Calica Inc ( My Asian Market),107 Eclipse Crescent  Sudbury ON P3B 0E6,Food Take Out,27-Oct-2023,location.href = '/Facility/Details/2230e7d2-1f78-45f0-919a-faffab63f4d9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2230e7d2-1f78-45f0-919a-faffab63f4d9
Cambrian Arena,795 Cambrian Heights Dr  Sudbury ON P3C 5C2,Refreshment / Concession Stand,,location.href = '/Facility/Details/da9046b9-0b6e-4203-a21c-c834394df7da' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/da9046b9-0b6e-4203-a21c-c834394df7da
Cambrian College,1400 Barrydowne Road  Sudbury ON P3A 3V8,Cocktail Bar / Beverage Room,06-Feb-2024,location.href = '/Facility/Details/7724bac0-4e77-43e4-80c1-b2fd0256a525' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7724bac0-4e77-43e4-80c1-b2fd0256a525
Cambrian College - Compass Group,1400 Barrydowne Road  Sudbury ON P3A 3V8,Cafeteria,06-Feb-2024,location.href = '/Facility/Details/044edeec-38fd-4bd9-a660-5a6547b957ad' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/044edeec-38fd-4bd9-a660-5a6547b957ad
Cambrian College - H.E.L.P. Food Bank,1400 Barrydowne Road  Sudbury ON P3A 3V8,Food Bank,08-Dec-2023,location.href = '/Facility/Details/e3450631-8a2e-46a4-80a8-5ead0ab65719' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e3450631-8a2e-46a4-80a8-5ead0ab65719
Cambrian College - Student Activity Centre,1400 Barrydowne Road  Sudbury ON P3A 3V8,Restaurant,06-Feb-2024,location.href = '/Facility/Details/70e6da73-ca2d-4892-a4d7-d285cd098939' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/70e6da73-ca2d-4892-a4d7-d285cd098939
Cambrian College - The Campus Store,1400 Barrydowne Road  Sudbury ON P3A 3V8,Food Store (Convenience / Variety),13-Sep-2023,location.href = '/Facility/Details/b63d3631-31cf-4021-85f6-a8741a7ddb6e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b63d3631-31cf-4021-85f6-a8741a7ddb6e
Cambrian College - Tim Hortons,1400 Barrydowne Road  Sudbury ON P3A 6B9,Food Take Out,06-Feb-2024,location.href = '/Facility/Details/aededaa0-ba5b-494e-8936-557f0d9bfd23' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/aededaa0-ba5b-494e-8936-557f0d9bfd23
Camp McIntosh (Restaurant),"Lot 13, 14, 15 Water Street  Copaning Village ON P0G 1A0",Restaurant,27-Jul-2023,location.href = '/Facility/Details/b2980e79-61e7-425a-aaa4-b66a5ade745b' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b2980e79-61e7-425a-aaa4-b66a5ade745b
Campbell's Drive Inn,12035 Highway 540  Gore Bay ON P0P 1H0,Food Take Out,19-Sep-2023,location.href = '/Facility/Details/3251f983-84a4-46bc-829d-0ffe43a0a396' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3251f983-84a4-46bc-829d-0ffe43a0a396
Canada Bread,2888 Lasalle Boulevard  Sudbury ON P3A 4R7,Food Warehouse / Depot,17-May-2023,location.href = '/Facility/Details/795f8c8e-771b-4e10-b719-49badf4ac843' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/795f8c8e-771b-4e10-b719-49badf4ac843
Canada Customs & Revenue Agency,1050 Notre Dame Avenue  Sudbury ON P3T 2T4,Cafeteria,05-Apr-2024,location.href = '/Facility/Details/4bb42e9e-f4f6-4907-9f3d-95ad5c625eaf' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4bb42e9e-f4f6-4907-9f3d-95ad5c625eaf
