Critical Infractions Count,Non Critical Infractions Count,Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
1,0,Required,19-Mar-2024,location.href = '/Portal/Inspection/Details/3590af92-59d8-4b79-bc08-4d95ac8efa27' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3590af92-59d8-4b79-bc08-4d95ac8efa27,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/69874b90-228f-4593-b5b9-5bf39fa8d15a
0,0,Required,23-Nov-2023,location.href = '/Portal/Inspection/Details/250a2ef1-9648-4a3f-81a4-fa0d3178dec5' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/250a2ef1-9648-4a3f-81a4-fa0d3178dec5,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/69874b90-228f-4593-b5b9-5bf39fa8d15a
0,0,Required,20-Jul-2023,location.href = '/Portal/Inspection/Details/5ef9619f-c5b0-4a98-b4a0-a0d847377be0' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/5ef9619f-c5b0-4a98-b4a0-a0d847377be0,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2c164c4f-cd4e-4cbf-83a8-122abbba33e8
1,0,Required,05-Feb-2024,location.href = '/Portal/Inspection/Details/e629f641-9d98-4348-9311-8641f4b99cfa' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e629f641-9d98-4348-9311-8641f4b99cfa,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34083a15-bc5e-424c-b8f4-0a2726704358
1,0,Required,28-Aug-2023,location.href = '/Portal/Inspection/Details/29054fd1-9d67-43fc-a236-50fd0fdadae6' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/29054fd1-9d67-43fc-a236-50fd0fdadae6,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34083a15-bc5e-424c-b8f4-0a2726704358
0,2,Required,29-Mar-2023,location.href = '/Portal/Inspection/Details/32f620d4-b10a-4c59-9afe-1d2eb0ee96be' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/32f620d4-b10a-4c59-9afe-1d2eb0ee96be,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34083a15-bc5e-424c-b8f4-0a2726704358
0,0,Complaint,09-Nov-2022,location.href = '/Portal/Inspection/Details/24c87ae3-e18e-4f30-8f9c-8702daa11037' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/24c87ae3-e18e-4f30-8f9c-8702daa11037,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34083a15-bc5e-424c-b8f4-0a2726704358
1,0,Required,09-Sep-2022,location.href = '/Portal/Inspection/Details/78814762-202c-4a30-80b1-467933bcbade' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/78814762-202c-4a30-80b1-467933bcbade,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34083a15-bc5e-424c-b8f4-0a2726704358
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/7c026f10-5d13-410b-9617-be437eeb2046' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7c026f10-5d13-410b-9617-be437eeb2046,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/97f623ae-cffa-4406-8b11-d550e4708c76
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/aa84e1a2-6cc3-441f-a86f-7ab0c4d2e4ba' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/aa84e1a2-6cc3-441f-a86f-7ab0c4d2e4ba,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/97f623ae-cffa-4406-8b11-d550e4708c76
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/9e4fc84e-45cf-486e-a39c-f27b87230083' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9e4fc84e-45cf-486e-a39c-f27b87230083,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/bf4cdc04-b206-4256-9a1c-1ee36852f511
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/ff18753e-077a-4563-b837-4c7703fd8fc6' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ff18753e-077a-4563-b837-4c7703fd8fc6,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/bf4cdc04-b206-4256-9a1c-1ee36852f511
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/fc130ca6-f1e3-4fb8-be1d-5fef217c4365' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fc130ca6-f1e3-4fb8-be1d-5fef217c4365,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9b93c92f-c72f-497b-9fd6-11fe43506675
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/70994fd0-59ea-4bae-b7bf-9ef92b0dca72' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/70994fd0-59ea-4bae-b7bf-9ef92b0dca72,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9b93c92f-c72f-497b-9fd6-11fe43506675
0,0,Required,09-Nov-2023,location.href = '/Portal/Inspection/Details/ab40dc74-9c57-40c5-a005-47b5e72720ef' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ab40dc74-9c57-40c5-a005-47b5e72720ef,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/71bb875e-178d-4e28-b463-482ef1592d95
0,0,Follow-up,22-Sep-2022,location.href = '/Portal/Inspection/Details/9257cadf-f01d-43fb-bded-2b23c14f94eb' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9257cadf-f01d-43fb-bded-2b23c14f94eb,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/71bb875e-178d-4e28-b463-482ef1592d95
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/86b0b8a8-8546-4cc4-a52b-3ab6e2103928' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/86b0b8a8-8546-4cc4-a52b-3ab6e2103928,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/71bb875e-178d-4e28-b463-482ef1592d95
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/85837819-b56f-4920-b7f2-8145a67deee5' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/85837819-b56f-4920-b7f2-8145a67deee5,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/100629f6-8aa7-48f4-b7a9-39a5a2edfafe
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/e5c17245-5089-4360-93d1-3bae407e066f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e5c17245-5089-4360-93d1-3bae407e066f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/100629f6-8aa7-48f4-b7a9-39a5a2edfafe
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/f67a75f4-21a3-4598-9450-79f1187bae8f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f67a75f4-21a3-4598-9450-79f1187bae8f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b2f32b42-e391-4852-9d2f-1ee73afa83de
2,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/caf3c0c0-4781-4ba3-9ed1-3cbc6b9baab9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/caf3c0c0-4781-4ba3-9ed1-3cbc6b9baab9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/16d2e306-8a8a-46d3-b33e-a9a76a9ce2e9
1,1,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/f2fe9fae-3b19-48de-848f-222d91e2d6ba' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f2fe9fae-3b19-48de-848f-222d91e2d6ba,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/16d2e306-8a8a-46d3-b33e-a9a76a9ce2e9
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/77259e3b-8550-491d-87c1-0e21a729ae0f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/77259e3b-8550-491d-87c1-0e21a729ae0f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f681221b-f2f5-4804-9c40-cccb936e5d40
0,0,Follow-up,22-Sep-2022,location.href = '/Portal/Inspection/Details/b95f3e77-a12e-4b4a-aa5a-d47aa0e35b61' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b95f3e77-a12e-4b4a-aa5a-d47aa0e35b61,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f681221b-f2f5-4804-9c40-cccb936e5d40
2,1,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/7df86e9e-a985-4e6e-9448-4cc7a9a36dc4' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7df86e9e-a985-4e6e-9448-4cc7a9a36dc4,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f681221b-f2f5-4804-9c40-cccb936e5d40
0,0,Follow-up,09-Nov-2023,location.href = '/Portal/Inspection/Details/b42ce7e0-305d-4d7a-b145-dd1b558b85aa' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b42ce7e0-305d-4d7a-b145-dd1b558b85aa,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5b2546f3-21df-4717-83cc-1f83404b128a
1,1,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/b70c695c-ce32-4621-a292-c67b4eff16b4' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b70c695c-ce32-4621-a292-c67b4eff16b4,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5b2546f3-21df-4717-83cc-1f83404b128a
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/6258f35b-b460-4b78-8370-2140f1df02ad' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/6258f35b-b460-4b78-8370-2140f1df02ad,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e3b181e6-df04-4750-855f-58912e09bd62
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/fab38d5d-c6fe-411d-a78d-8070405b48dc' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fab38d5d-c6fe-411d-a78d-8070405b48dc,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e3b181e6-df04-4750-855f-58912e09bd62
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/ed310f0c-47a8-468e-974d-c01e5c50bc22' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ed310f0c-47a8-468e-974d-c01e5c50bc22,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/684f7058-1e39-4f0f-ae5c-77f47c50803c
1,1,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/0a5bd0e2-8c0d-40d1-ad2d-249aada1d0e1' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0a5bd0e2-8c0d-40d1-ad2d-249aada1d0e1,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/684f7058-1e39-4f0f-ae5c-77f47c50803c
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/b95bea0c-b2de-4ab5-a6bf-5bccf6494888' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b95bea0c-b2de-4ab5-a6bf-5bccf6494888,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/47357ada-02df-41d4-827a-1e14be6dad30
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/789f4c03-9803-481e-9033-fafbee6cdf73' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/789f4c03-9803-481e-9033-fafbee6cdf73,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/47357ada-02df-41d4-827a-1e14be6dad30
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/bef2e701-20c1-407a-81e3-064802e356c7' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/bef2e701-20c1-407a-81e3-064802e356c7,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/942a5793-2a2a-425a-b655-8759653209d7
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/6d31c57f-ce22-4246-9e63-5ca4e58b75a4' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/6d31c57f-ce22-4246-9e63-5ca4e58b75a4,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/942a5793-2a2a-425a-b655-8759653209d7
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/1a93b036-1c2a-4212-8075-d1c0f157ad76' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/1a93b036-1c2a-4212-8075-d1c0f157ad76,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b8dc113f-ef31-4612-bb29-4cf61b9f8686
0,0,Required,09-Nov-2023,location.href = '/Portal/Inspection/Details/29c1889a-b344-4cb2-b54a-fa873c3695c5' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/29c1889a-b344-4cb2-b54a-fa873c3695c5,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/65f725e4-8619-474b-bee9-edb55790e0f6
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/3effcdf9-85b2-40e6-924d-ded537ac61f0' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3effcdf9-85b2-40e6-924d-ded537ac61f0,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/65f725e4-8619-474b-bee9-edb55790e0f6
0,0,Required,09-Nov-2023,location.href = '/Portal/Inspection/Details/c1da0bbc-fa00-4651-880d-2f2c4a03ee8f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c1da0bbc-fa00-4651-880d-2f2c4a03ee8f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a010a103-d665-4b0b-9711-663e7ff1d1a6
0,0,Required,22-Sep-2022,location.href = '/Portal/Inspection/Details/96c0423a-6d72-4c3b-853b-f6159be123cb' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/96c0423a-6d72-4c3b-853b-f6159be123cb,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a010a103-d665-4b0b-9711-663e7ff1d1a6
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/0f4bc6bb-78f7-47d0-ad85-0dc63565998c' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0f4bc6bb-78f7-47d0-ad85-0dc63565998c,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/03666597-dd48-49ac-9151-0838dff9d6bd
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/9646f2e5-478e-4132-a685-7b8e94feec8f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9646f2e5-478e-4132-a685-7b8e94feec8f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/03666597-dd48-49ac-9151-0838dff9d6bd
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/7ada84d2-7eb0-42a8-8a89-2428fa47979c' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7ada84d2-7eb0-42a8-8a89-2428fa47979c,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7b264bf7-a613-44cc-bef5-86b4d3cfdf97
0,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/f1c02a93-77b0-443a-b4ca-88ef966016ac' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f1c02a93-77b0-443a-b4ca-88ef966016ac,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7b264bf7-a613-44cc-bef5-86b4d3cfdf97
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/dad3e4f8-2ec7-43fe-9dd5-183491d9e50e' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/dad3e4f8-2ec7-43fe-9dd5-183491d9e50e,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e85254ba-43ce-410b-86a3-cb75b5da6fee
0,0,Follow-up,22-Sep-2022,location.href = '/Portal/Inspection/Details/b2f04e22-9605-4855-9bfa-76b0e524c87a' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b2f04e22-9605-4855-9bfa-76b0e524c87a,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e85254ba-43ce-410b-86a3-cb75b5da6fee
1,0,Required,15-Sep-2022,location.href = '/Portal/Inspection/Details/1fc34360-445b-4f31-ba40-266bd33c59c8' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/1fc34360-445b-4f31-ba40-266bd33c59c8,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e85254ba-43ce-410b-86a3-cb75b5da6fee
1,0,Required,25-Apr-2024,location.href = '/Portal/Inspection/Details/cf79bd5a-0879-4b4f-8780-b2ef6639effb' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/cf79bd5a-0879-4b4f-8780-b2ef6639effb,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/51e9727f-b63a-4b66-b271-572ebf53e1ab
0,0,Required,11-Apr-2024,location.href = '/Portal/Inspection/Details/59ed0244-9361-48c3-a2d3-e4fdc5ecf446' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/59ed0244-9361-48c3-a2d3-e4fdc5ecf446,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e16e08e7-fc8f-4ead-8e33-95c386fe9124
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/aabf0cd0-be69-448d-8e51-370a6faaa971' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/aabf0cd0-be69-448d-8e51-370a6faaa971,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/79a9e5ba-e95e-4759-ac7e-afbd40868e44
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/93d1fb76-979c-48c9-ae13-15eb0d2e3bed' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/93d1fb76-979c-48c9-ae13-15eb0d2e3bed,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ddc8febc-02cb-494d-bdd6-cc1959eb0cda
0,0,Required,18-Oct-2023,location.href = '/Portal/Inspection/Details/c621e95c-e7ad-4609-ba76-1f6e91944cd5' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c621e95c-e7ad-4609-ba76-1f6e91944cd5,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9524a004-fd8a-4984-bd8a-6bbf727901bd
1,1,Required,15-Nov-2022,location.href = '/Portal/Inspection/Details/0c6c168c-8de1-492b-bfe0-ac87517266a0' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0c6c168c-8de1-492b-bfe0-ac87517266a0,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9524a004-fd8a-4984-bd8a-6bbf727901bd
1,2,Required,27-Jun-2022,location.href = '/Portal/Inspection/Details/e5e4993c-ad81-4c15-a667-b748a2fdfc23' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e5e4993c-ad81-4c15-a667-b748a2fdfc23,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9524a004-fd8a-4984-bd8a-6bbf727901bd
0,0,Required,08-Jan-2024,location.href = '/Portal/Inspection/Details/3bf6b9ef-5892-464a-84d4-596e7d0ba278' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3bf6b9ef-5892-464a-84d4-596e7d0ba278,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d4994df9-4afb-46fd-87df-e1cdc2ef2c18
0,0,Required,18-Jul-2023,location.href = '/Portal/Inspection/Details/4653baa0-f72b-4031-83f5-c526d02ab8cf' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/4653baa0-f72b-4031-83f5-c526d02ab8cf,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d4994df9-4afb-46fd-87df-e1cdc2ef2c18
0,0,Required,12-Dec-2022,location.href = '/Portal/Inspection/Details/a0194324-2a96-4bb0-84f3-ef1806ba583b' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a0194324-2a96-4bb0-84f3-ef1806ba583b,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d4994df9-4afb-46fd-87df-e1cdc2ef2c18
0,0,Required,31-Jan-2024,location.href = '/Portal/Inspection/Details/665ccadc-d9aa-46ff-9058-7dd6ceb4fb84' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/665ccadc-d9aa-46ff-9058-7dd6ceb4fb84,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8db879ca-7744-47a2-9ed0-3a671135f865
0,0,Required,11-Oct-2023,location.href = '/Portal/Inspection/Details/25484628-eef6-4cad-b1b8-3a7442a911f9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/25484628-eef6-4cad-b1b8-3a7442a911f9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8db879ca-7744-47a2-9ed0-3a671135f865
0,0,Required,01-May-2023,location.href = '/Portal/Inspection/Details/54974470-13b8-4db3-8252-39f5bc3eb48f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/54974470-13b8-4db3-8252-39f5bc3eb48f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8db879ca-7744-47a2-9ed0-3a671135f865
1,1,Required,23-Jan-2023,location.href = '/Portal/Inspection/Details/ebba6fc9-f932-46b4-a717-f3ec9fca6b5c' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ebba6fc9-f932-46b4-a717-f3ec9fca6b5c,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8db879ca-7744-47a2-9ed0-3a671135f865
1,0,Required,07-Nov-2022,location.href = '/Portal/Inspection/Details/8ebb6224-7c89-4dd8-855f-aae86c6fec1e' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8ebb6224-7c89-4dd8-855f-aae86c6fec1e,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8db879ca-7744-47a2-9ed0-3a671135f865
0,0,Required,08-Jul-2022,location.href = '/Portal/Inspection/Details/6ffb9b2c-d6c1-46b2-b74e-16a3e7045d8d' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/6ffb9b2c-d6c1-46b2-b74e-16a3e7045d8d,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8db879ca-7744-47a2-9ed0-3a671135f865
0,0,Follow-up,14-Mar-2024,location.href = '/Portal/Inspection/Details/e09bb299-3a78-49f6-9403-94ef76bd0435' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e09bb299-3a78-49f6-9403-94ef76bd0435,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
3,3,Required,08-Mar-2024,location.href = '/Portal/Inspection/Details/4c3cd69d-383a-4b2a-b5fb-1bdd41db3f9b' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/4c3cd69d-383a-4b2a-b5fb-1bdd41db3f9b,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
1,0,Follow-up,30-Oct-2023,location.href = '/Portal/Inspection/Details/0adb79e7-8b59-45c6-bc3b-5ea94b330482' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0adb79e7-8b59-45c6-bc3b-5ea94b330482,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
2,0,Required,17-Oct-2023,location.href = '/Portal/Inspection/Details/848668ba-dc4d-4f1e-a579-0b599dd987cf' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/848668ba-dc4d-4f1e-a579-0b599dd987cf,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
3,3,Required,15-Aug-2023,location.href = '/Portal/Inspection/Details/5827a235-57ae-451c-8b2a-fcd7619e1351' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/5827a235-57ae-451c-8b2a-fcd7619e1351,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
1,0,Follow-up,15-Mar-2023,location.href = '/Portal/Inspection/Details/fc7a086a-da5a-470a-bba2-cf931e399f71' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fc7a086a-da5a-470a-bba2-cf931e399f71,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
2,6,Required,08-Mar-2023,location.href = '/Portal/Inspection/Details/f092e1aa-0ad4-4356-b529-33b8a1d9f99e' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f092e1aa-0ad4-4356-b529-33b8a1d9f99e,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
0,0,Follow-up,23-Sep-2022,location.href = '/Portal/Inspection/Details/28556160-c68e-4238-a0ed-b615d2619bb9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/28556160-c68e-4238-a0ed-b615d2619bb9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
3,4,Required,14-Sep-2022,location.href = '/Portal/Inspection/Details/3d8d21b8-a484-49ac-8940-09b9d1f00031' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3d8d21b8-a484-49ac-8940-09b9d1f00031,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dece21eb-9848-49eb-9fdf-30eb8a912ce4
0,0,Required,08-May-2023,location.href = '/Portal/Inspection/Details/82fd40d0-682b-4072-ab13-f01da42b13c0' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/82fd40d0-682b-4072-ab13-f01da42b13c0,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7bb27de2-d903-4f5c-a6ca-d1d05a71be4e
0,0,Required,20-Dec-2022,location.href = '/Portal/Inspection/Details/017f7bd5-2728-42f6-a0c0-6217a0fb309d' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/017f7bd5-2728-42f6-a0c0-6217a0fb309d,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7bb27de2-d903-4f5c-a6ca-d1d05a71be4e
0,0,Required,16-Jan-2024,location.href = '/Portal/Inspection/Details/4f010b2e-8b88-4198-bf2d-da210bec1524' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/4f010b2e-8b88-4198-bf2d-da210bec1524,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dfd24038-745e-4f26-a861-5cf37b8d97c0
0,0,Required,05-Jan-2023,location.href = '/Portal/Inspection/Details/e144b1fb-d874-4937-b733-45cafdf794b8' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e144b1fb-d874-4937-b733-45cafdf794b8,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dfd24038-745e-4f26-a861-5cf37b8d97c0
0,0,Required,18-Aug-2022,location.href = '/Portal/Inspection/Details/d0e70558-4c56-4638-9aeb-d3ba070d3233' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d0e70558-4c56-4638-9aeb-d3ba070d3233,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dfd24038-745e-4f26-a861-5cf37b8d97c0
