Facility Name,Facility Type,Last Inspection Date,Site Address,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
British Baked Goods,Bakery - Production,25-Apr-2023,46 Robinson St Simcoe ON N3Y 1W6,location.href = '/Portal/Facility/Details/947ab6c1-bebe-46f4-84e0-dcf5b507c1a5' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/947ab6c1-bebe-46f4-84e0-dcf5b507c1a5
Broecheler Inn & Helga's Bakery,Restaurant,25-Oct-2023,4648 Talbot Rd W. Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/c350fa37-2ff4-42f4-9685-7f135f14822e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c350fa37-2ff4-42f4-9685-7f135f14822e
Broecheler Soccer Field,Snack Bar / Refreshment Stand,21-Jun-2023,4698 Talbot Rd Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/a9144b37-d912-4d1e-9c3b-c3c160f632bd' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a9144b37-d912-4d1e-9c3b-c3c160f632bd
Bryan's Dixie Dogs Mobile - Bryan's Dixie Dogs Mobile,Mobile Preparation Premises,03-Oct-2023,49 Queensway West Simcoe ON,location.href = '/Portal/Facility/Details/29a95727-378c-42c6-a506-59584e20e8d4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/29a95727-378c-42c6-a506-59584e20e8d4
Buck or Two,Convenience / Variety,19-Jun-2023,172 Argyle St. N Caledonia ON N3W 2J7,location.href = '/Portal/Facility/Details/18fcf7d4-ebaa-429c-8e3b-6cefa569e8c6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/18fcf7d4-ebaa-429c-8e3b-6cefa569e8c6
Bulk Barn,Convenience / Variety,11-Jan-2024,25 Queensway W Simcoe ON N3Y 2M7,location.href = '/Portal/Facility/Details/518ffbef-538e-4341-8a3d-d5bb51274870' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/518ffbef-538e-4341-8a3d-d5bb51274870
Burger King,Restaurant,,"23 Queensway W., Simcoe ON N3Y 3P7",location.href = '/Portal/Facility/Details/792e3180-d7c9-4d9d-a46a-62a7b450000a' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/792e3180-d7c9-4d9d-a46a-62a7b450000a
Busy Bee Gas & Wholesale,Convenience / Variety,08-Aug-2023,2084 Highway 59 Walsingham ON N0E 1X0,location.href = '/Portal/Facility/Details/2e727131-54f2-4700-b183-c760a0f7cb2f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2e727131-54f2-4700-b183-c760a0f7cb2f
Butter & Creme Bakery and Barbecue Trailer,Special Event Vendor,,8472 Haldibrook Rd Caledonia ON N3W 1N6,location.href = '/Portal/Facility/Details/834b30df-bc44-4714-a118-a7bcdada504c' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/834b30df-bc44-4714-a118-a7bcdada504c
Butter Chicken House,Home-Based Kitchen,16-Aug-2022,114 Oak St Simcoe ON N3Y4S3,location.href = '/Portal/Facility/Details/1ec806f7-ac6b-46f4-99e2-44078c3b5373' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1ec806f7-ac6b-46f4-99e2-44078c3b5373
Byng Island Conservation Area - Restaurant,Snack Bar / Refreshment Stand,,4969 Haldimand Rd 20 Dunnville ON N1A 1W8,location.href = '/Portal/Facility/Details/47a64f37-ee7a-466a-acf9-675fc0d2f51e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/47a64f37-ee7a-466a-acf9-675fc0d2f51e
Byng Variety,Convenience / Variety,25-Jul-2023,10 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/61416141-4a51-4e2c-b3f8-07ff44c4ff94' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/61416141-4a51-4e2c-b3f8-07ff44c4ff94
Cafecito House,Home-Based Kitchen,04-Jan-2024,46 Hawick Cres Caledonia ON N3W 0G5,location.href = '/Portal/Facility/Details/fbeb7d29-72b3-44cb-aa61-e8b3f2d95023' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fbeb7d29-72b3-44cb-aa61-e8b3f2d95023
Caledonia and District Food Bank,Food Bank,18-Oct-2023,103 Inverness St Caledonia ON N3W 1B1,location.href = '/Portal/Facility/Details/365425e8-9687-4721-adbb-45763129243f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/365425e8-9687-4721-adbb-45763129243f
Caledonia Baptist Church,Church Banquet Facility,,401 Argyle St S. Caledonia ON N3W 1Z2,location.href = '/Portal/Facility/Details/7186510c-f5e6-448b-a28f-5a79c19af08e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7186510c-f5e6-448b-a28f-5a79c19af08e
Caledonia Child care Centre,Child Care Onsite Prep.,,63-Orkney street WE Caledonia ON,location.href = '/Portal/Facility/Details/83ad5752-19c5-47eb-a74c-0deb4303d1aa' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/83ad5752-19c5-47eb-a74c-0deb4303d1aa
Caledonia Convenience,Convenience / Variety,27-Nov-2023,307 Argyle St S. Caledonia ON N3W 1K9,location.href = '/Portal/Facility/Details/9a85221f-8100-4b8f-87ac-ed5168800221' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9a85221f-8100-4b8f-87ac-ed5168800221
Caledonia Edinburgh Square Heritage & Cultural Centre,Community Hall,,80 Caithness St E. Caledonia ON N3W 2G6,location.href = '/Portal/Facility/Details/5899420c-f9db-446e-9648-63a410cd105a' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5899420c-f9db-446e-9648-63a410cd105a
Caledonia Farmers Market,Farmers Market Vendor,08-Jun-2023,365 Argyle St S Caledonia ON N3W 2N2,location.href = '/Portal/Facility/Details/41624bcd-ff40-48a9-b931-2f6d66d55370' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/41624bcd-ff40-48a9-b931-2f6d66d55370
Caledonia Lions Club Food Trailer,Special Event Vendor,,ON,location.href = '/Portal/Facility/Details/8565fb07-aa64-4adf-a040-48767ef700aa' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8565fb07-aa64-4adf-a040-48767ef700aa
Caledonia Lions Community Centre,Community Hall,11-Apr-2023,100 Haddington Street W. Caledonia ON N3W 1G4,location.href = '/Portal/Facility/Details/73d14feb-adde-4262-bb68-b48093bc5cf6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/73d14feb-adde-4262-bb68-b48093bc5cf6
Caledonia Masonic Centre,Private Club,,173 Argyle St N. Caledonia ON N3W 1K9,location.href = '/Portal/Facility/Details/aee2e58d-69b9-4bf0-b195-332d7ce5100a' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/aee2e58d-69b9-4bf0-b195-332d7ce5100a
Caledonia Presbyterian Church,Church Banquet Facility,,117 Argyle St N. Caledonia ON N3W 1B8,location.href = '/Portal/Facility/Details/f45260ad-faa9-4faa-a47f-6fa5d2ac3dac' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f45260ad-faa9-4faa-a47f-6fa5d2ac3dac
Caledonia Soccer Complex,Snack Bar / Refreshment Stand,16-May-2023,62 McClung Rd Caledonia ON N3W 1V6,location.href = '/Portal/Facility/Details/1a65627e-d0e1-4ffa-a94e-42629748adae' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1a65627e-d0e1-4ffa-a94e-42629748adae
Calvary Day Care Centre,Child Care Onsite Prep.,26-Mar-2024,509 Ireland Road Simcoe ON N3Y 4K8,location.href = '/Portal/Facility/Details/c4e347e2-cf9e-41dc-acc9-bf81cebca4d5' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c4e347e2-cf9e-41dc-acc9-bf81cebca4d5
Calvary Pentecostal Church,Church Banquet Facility,30-Nov-2023,509 Ireland Road Simcoe ON N3Y 4K8,location.href = '/Portal/Facility/Details/9552f8fc-64a5-48cc-9584-7b7d521e79d7' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9552f8fc-64a5-48cc-9584-7b7d521e79d7
Campfire Circle-Rainbow Lake,Cafeteria,14-Aug-2023,433 Thompson Road W. Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/cfa2a216-e91d-413e-a9ef-3d7729fd3f04' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/cfa2a216-e91d-413e-a9ef-3d7729fd3f04
Cam's Cool Treats,Ice Cream Cart,02-Jun-2023,18 Taishan Place Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/d5a5a28b-96ca-40d6-976a-9c02096ad9d2' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d5a5a28b-96ca-40d6-976a-9c02096ad9d2
Canadian Empire Gas,Convenience / Variety,17-Jul-2023,1053 Hwy 56 York ON N0A 1R0,location.href = '/Portal/Facility/Details/959aa3cd-ca7f-4780-b205-cdc0610b41ba' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/959aa3cd-ca7f-4780-b205-cdc0610b41ba
Canadian Grade Eh!,Mobile Preparation Premises,,33 Warren Rd Simcoe ON N3Y 2J7,location.href = '/Portal/Facility/Details/7c973c07-7361-4da6-b2a4-7db4c5a8cd56' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7c973c07-7361-4da6-b2a4-7db4c5a8cd56
Canadian Tire Gas Bar,Convenience / Variety,28-Jul-2023,140 Queensway E Simcoe ON N3Y 4Y7,location.href = '/Portal/Facility/Details/5e4d2df7-5fad-4865-827e-35e5b5b830ed' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5e4d2df7-5fad-4865-827e-35e5b5b830ed
Canamex Groceries,Convenience / Variety,21-Nov-2023,8 Norfolk County Rd 21 Langton ON N0E 1G0,location.href = '/Portal/Facility/Details/dae999f7-6167-43c9-a3d2-5f8e4e79da89' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dae999f7-6167-43c9-a3d2-5f8e4e79da89
Canboro Community Centre,Community Hall,,7 Darling St Canborough ON N1A 2W1,location.href = '/Portal/Facility/Details/5abec260-de69-4455-ba85-7e96163d995f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5abec260-de69-4455-ba85-7e96163d995f
Cande Explosion,Home-Based Kitchen,08-Nov-2023,40 Third Concession Road Tillsonburg N4G 2T4,location.href = '/Portal/Facility/Details/2e6507f5-83c0-4b97-b734-ba7e5abe3f15' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2e6507f5-83c0-4b97-b734-ba7e5abe3f15
Canfield Community Hall,Community Hall,21-Nov-2023,50 Talbot Rd Canfield ON N0A 1C0,location.href = '/Portal/Facility/Details/1e91a86d-2f5f-4e85-85c7-b7249709b8e8' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1e91a86d-2f5f-4e85-85c7-b7249709b8e8
Capital 33/Lounge 33,Restaurant,19-Apr-2024,93 King Street Delhi ON N4B 1X7,location.href = '/Portal/Facility/Details/f3dc97cb-8912-442d-b2b4-fc5d7e487e15' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f3dc97cb-8912-442d-b2b4-fc5d7e487e15
Caressant Care Courtland,Long Term Care Facility,20-Feb-2024,4850 Hwy 59 Courtland ON N0J 1E0,location.href = '/Portal/Facility/Details/9dc02d94-4c62-4941-b5f8-b175f756c94f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9dc02d94-4c62-4941-b5f8-b175f756c94f
Caruso's Inc.,Restaurant,31-Oct-2023,35 Talbot St E. Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/73c91ab0-09d4-49d5-9b19-22b8a73001f4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/73c91ab0-09d4-49d5-9b19-22b8a73001f4
Cashmere & Cobwebs,Convenience / Variety,24-Oct-2023,334 Main Street Port Dover ON N0A1N0,location.href = '/Portal/Facility/Details/29262e7c-40dd-4e9b-ad3f-9008983d9f53' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/29262e7c-40dd-4e9b-ad3f-9008983d9f53
Cavanagh IDA Pharmacy,Convenience / Variety,26-Jan-2024,6 Main St S Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/49541fe5-7e9a-422e-b9c3-066e6745ed35' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/49541fe5-7e9a-422e-b9c3-066e6745ed35
Cayuga Arena - McSorley Family Hall,Community Hall,18-Dec-2023,55 Thorburn St S Cayuga ON N0A 1A0,location.href = '/Portal/Facility/Details/7c81a1aa-faf9-490a-b1a9-301fa6fab122' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7c81a1aa-faf9-490a-b1a9-301fa6fab122
Cayuga Christian Fellowship,Church Banquet Facility,,71 Hwy 54 Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/ddbe9ae3-27c0-447f-830b-027754332dc5' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ddbe9ae3-27c0-447f-830b-027754332dc5
Cayuga Foodbank,Food Bank,15-Dec-2023,8 McKay St W Cayuga ON N0E 1E0,location.href = '/Portal/Facility/Details/8b74fea2-b90e-43de-8c78-59a244c3f6ea' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8b74fea2-b90e-43de-8c78-59a244c3f6ea
Cayuga Foodland,Supermarket,15-Aug-2023,18 Talbot Road E. Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/1a5bf40a-89a2-46a6-8ac5-07c5d00c2b97' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1a5bf40a-89a2-46a6-8ac5-07c5d00c2b97
Cayuga Golf Club,Restaurant,02-May-2023,201 Decewsville Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/ba52126e-e941-47b9-8cc4-b7649d0b69f9' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ba52126e-e941-47b9-8cc4-b7649d0b69f9
Cayuga IDA Pharmacy,Convenience / Variety,25-Jul-2023,18 Talbot St Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/d6c36c92-fa71-4849-92e0-1cc81ef801ae' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d6c36c92-fa71-4849-92e0-1cc81ef801ae
Cayuga Kinsmen Ball Park,Snack Bar / Refreshment Stand,,19 Ottawa St S Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/16025565-3ccb-4a8a-9012-93cdf4b025e4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/16025565-3ccb-4a8a-9012-93cdf4b025e4
Cayuga Kinsmen Community Centre,Community Hall,05-Oct-2023,15 Thorburn St Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/73f13998-38a2-4d24-a7b2-fb055d194995' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/73f13998-38a2-4d24-a7b2-fb055d194995
Cayuga Memorial Arena Food Concession,Snack Bar / Refreshment Stand,18-Dec-2023,55 Thorburn St S Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/6cf32640-b877-49a2-9e1f-c90cfeba9777' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6cf32640-b877-49a2-9e1f-c90cfeba9777
Cayuga Secondary School Cafeteria,School Cafeteria,12-Oct-2023,70 Hwy 54 Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/a8d35072-3afd-44aa-94d7-40c09d4cf11f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a8d35072-3afd-44aa-94d7-40c09d4cf11f
Cayuga Seniors Drop-In,Community Hall,,14 McKay St Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/58f39eb6-d9e6-4f05-97d7-dcad38545a3f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/58f39eb6-d9e6-4f05-97d7-dcad38545a3f
Cayuga United Church,Church Banquet Facility,,27 Munsee St S. Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/de210193-dd2e-4888-8df3-9cc63e5b2cd9' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de210193-dd2e-4888-8df3-9cc63e5b2cd9
Cayuga Variety & Video,Convenience / Variety,25-Jul-2023,17 Cayuga St N. Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/58f400b9-d973-494b-be6a-adc03caae366' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/58f400b9-d973-494b-be6a-adc03caae366
Cedar Crossing Retirement Home,Retirement Home,03-Apr-2024,395 Cedar St Simcoe ON N3Y 2J2,location.href = '/Portal/Facility/Details/b2829b7d-18b5-455c-adf7-a6d6952338af' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b2829b7d-18b5-455c-adf7-a6d6952338af
Cedar Street Variety Store,Convenience / Variety,23-Jan-2024,299 Cedar St Simcoe ON N3Y 2J2,location.href = '/Portal/Facility/Details/dfcf3ec0-93a0-4c3d-8d00-9d8aec5a8a8b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dfcf3ec0-93a0-4c3d-8d00-9d8aec5a8a8b
Cedarwood Village,Long Term Care Facility,25-Mar-2024,500 Queensway West Simcoe ON N3Y 4R4,location.href = '/Portal/Facility/Details/1c9e6e9e-7291-4d2e-bfc0-a3bf3dbb04e6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1c9e6e9e-7291-4d2e-bfc0-a3bf3dbb04e6
Centennial Seneca Hall,Community Kitchen,,33 Nelles E R.R.9 York ON N0A 1R0,location.href = '/Portal/Facility/Details/ed7db490-9878-4ffe-a35a-de5f04592c08' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ed7db490-9878-4ffe-a35a-de5f04592c08
Chakra-Chic.com,Home-Based Kitchen,16-May-2023,98 St. James St South Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/3f3ae3b3-0dd8-4f53-8fbd-c48f33199159' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3f3ae3b3-0dd8-4f53-8fbd-c48f33199159
Chambers Pure Maple Products,Restaurant,12-Sep-2023,235 Villa Nova Rd Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/1b2e103f-385c-4e23-8422-6b454bcaaa4b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b2e103f-385c-4e23-8422-6b454bcaaa4b
Chanoki Farms,Food Caterer,23-Apr-2024,"241 Concession 16, Hagersville Ontario",location.href = '/Portal/Facility/Details/41e71bef-96b1-4d5c-9c2e-6e46cfb34753' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/41e71bef-96b1-4d5c-9c2e-6e46cfb34753
Chapas Food Truck,Mobile Preparation Premises,27-Jul-2023,172 Argyle St. N Caledonia ON N3W 2J7,location.href = '/Portal/Facility/Details/a077733e-3772-4fd1-a52e-e23b0c0b96c7' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a077733e-3772-4fd1-a52e-e23b0c0b96c7
Charlotteville Brewing Company,Restaurant,15-Jun-2023,1207 Charlotteville West Quarter Line Road Simcoe ON N3Y 4K1,location.href = '/Portal/Facility/Details/66e181e6-e864-406f-a46a-b3000dc6f5fa' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/66e181e6-e864-406f-a46a-b3000dc6f5fa
Charlotteville Community Centre - Charlotteville Agricultural Society,Mobile Preparation Premises,,1258 Turkey Point Rd R2 Simcoe ON N3Y 4K1,location.href = '/Portal/Facility/Details/fdc9b162-39e6-424d-b3e5-7fe06f64ece1' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fdc9b162-39e6-424d-b3e5-7fe06f64ece1
Cheapside Community Hall,Community Hall,03-Aug-2023,952 Concession 2 Nanticoke ON N0A 1L0,location.href = '/Portal/Facility/Details/f27e9e70-201f-4690-8796-12510ba3c38c' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f27e9e70-201f-4690-8796-12510ba3c38c
Chipwitch Fry Truck,Mobile Preparation Premises,,305 Queen St Dunnville ON N1A 1J1,location.href = '/Portal/Facility/Details/0642c876-6f16-44bb-b922-41abe64d572b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0642c876-6f16-44bb-b922-41abe64d572b
Chocolate by Hanrahan,Home-Based Kitchen,21-Mar-2024,58 Leslie Ave Port Dover ON N0A 1N4,location.href = '/Portal/Facility/Details/fdb42e47-b093-4470-b95a-08db722c5c40' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fdb42e47-b093-4470-b95a-08db722c5c40
Christ the King Child Care Centre,Child Care Catered,28-Nov-2023,1140 Bay St. Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/71c4857e-1a40-4be2-80c2-c791c26e261b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/71c4857e-1a40-4be2-80c2-c791c26e261b
Christine's Bakery & Fine Foods,Bakery - Production,27-Feb-2024,2004 Main St S. Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/84cb3d51-4fc6-4e52-8785-4fe84046e194' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/84cb3d51-4fc6-4e52-8785-4fe84046e194
Cider Keg Farm Market,Convenience / Variety,25-Apr-2024,1231 Norfolk County Hwy 24 E Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/ac387c21-ad52-480f-bb64-fb07939b666f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ac387c21-ad52-480f-bb64-fb07939b666f
Circle K,Convenience / Variety,10-Jan-2024,422 James St Delhi ON N4B 2B8,location.href = '/Portal/Facility/Details/0bec238e-2ec6-401f-a0bd-e3448d9afeb5' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0bec238e-2ec6-401f-a0bd-e3448d9afeb5
Circle K,Convenience / Variety,02-Jan-2024,500 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/b6c31c3c-ecd1-467f-8497-db4aae62eae1' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b6c31c3c-ecd1-467f-8497-db4aae62eae1
Circle K,Convenience / Variety,09-Jan-2024,4 Talbot St W. Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/a2cdbbcc-f453-43f1-ad9a-6c401b98f4f6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a2cdbbcc-f453-43f1-ad9a-6c401b98f4f6
Circle K Hagersville,Convenience / Variety,10-Mar-2023,55 Main St N. Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/efc945f4-32db-4de7-9cee-5f360c3025e8' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/efc945f4-32db-4de7-9cee-5f360c3025e8
Circus Room Diner,Restaurant,04-Dec-2023,959 Hwy 24 St. Williams ON N0E 1P0,location.href = '/Portal/Facility/Details/76707996-af55-44e8-82a6-d5dc702a5dab' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/76707996-af55-44e8-82a6-d5dc702a5dab
