Facility Name,Site Address,Community,Facility Type,url_entity_partial,category,Enforcement,Action Taken,Status,Date of Issuance,Details,Status Date,url_entity_full
Algonquin Cafe Mobile,7 John St  Huntsville ON P1H 1Y1,Huntsville,Mobile Preparation Premises,location.href = '/Facility/Details/65359c29-d95a-4bc2-970b-816927a5963c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/65359c29-d95a-4bc2-970b-816927a5963c
Algonquin Ridge Elementary School,191 Golden Meadow Rd  Barrie ON L4N 9R6,Barrie,Student Nutrition Program,location.href = '/Facility/Details/849a36df-fb4a-49c7-914b-f1ca749d7d1c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/849a36df-fb4a-49c7-914b-f1ca749d7d1c
Algonquin Theatre,37 Main St E  Huntsville ON P1H 1A1,Huntsville,Food Take Out,location.href = '/Facility/Details/48e538b0-0b0d-42bf-b22e-b9533267fc70' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/48e538b0-0b0d-42bf-b22e-b9533267fc70
All Fired Up,2266 Hwy 11 N  Gravenhurst ON P1P 1R1,Gravenhurst,Mobile Preparation Premises,location.href = '/Facility/Details/137b0fdf-0b85-447b-96d6-35bbcf79df02' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/137b0fdf-0b85-447b-96d6-35bbcf79df02
All Saints' Anglican Church,30 High St W  Huntsville ON P1H 1N9,Huntsville,Community Kitchen,location.href = '/Facility/Details/0f59bc0f-d369-4642-946b-31b2397d06e3' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0f59bc0f-d369-4642-946b-31b2397d06e3
All Smoked Up Travelling BBQ,1059 Leslie Dr  Innisfil ON L9S 2A7,Innisfil,Mobile Preparation Premises,location.href = '/Facility/Details/9d2db950-a5eb-49a0-92c8-169a5593171d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9d2db950-a5eb-49a0-92c8-169a5593171d
All Star Roadhouse,59 Victoria St W  Alliston ON L9R 1T1,Alliston,Restaurant,location.href = '/Facility/Details/a2cce6d1-7c48-408b-a66a-4a001987a27e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a2cce6d1-7c48-408b-a66a-4a001987a27e
All Things Are Popsicle,173 Prince William Way  Barrie ON L4M 7G4,Barrie,Street Food Vending Cart,location.href = '/Facility/Details/e3022892-54a0-47dc-a05b-307bee0551e2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e3022892-54a0-47dc-a05b-307bee0551e2
Allandale Golf Course,3699 20th Sideroad  Innisfil ON L9S 2X8,Innisfil,Restaurant,location.href = '/Facility/Details/0cf35436-a2d7-43b6-bb68-dbfa3b5c79b8' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0cf35436-a2d7-43b6-bb68-dbfa3b5c79b8
Allandale Heights Public School,124 Bayview Dr  Barrie ON L4N 3P4,Barrie,Student Nutrition Program,location.href = '/Facility/Details/b13fa770-9d49-4f8a-9c2a-45ff9fd0347c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b13fa770-9d49-4f8a-9c2a-45ff9fd0347c
Allandale Recreation Centre,190 Bayview Dr  Barrie ON L4N 4Y8,Barrie,Serving Kitchen,location.href = '/Facility/Details/2992c47e-b2e6-4874-8ba8-9af8c7474db2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2992c47e-b2e6-4874-8ba8-9af8c7474db2
Alley Nightclub,34 Dunlop Street East  Barrie ON L4M 1A3,Barrie,Bar,location.href = '/Facility/Details/27506b3f-5d6d-40fa-b3a3-23c9477cf576' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/27506b3f-5d6d-40fa-b3a3-23c9477cf576
Alliance Billiards & Sports Bar,1-2-33 Alliance Blvd  Barrie ON L4M 5K2,Barrie,Restaurant,location.href = '/Facility/Details/d0580028-961a-4a0d-8d44-f542b2cc8252' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d0580028-961a-4a0d-8d44-f542b2cc8252
Alliston Christian Reformed Church (kitchen),28 Downey Ave  Alliston ON L9R 1J7,Alliston,Community Kitchen,location.href = '/Facility/Details/2fcecdc5-5a9a-4406-9cb1-e3e69b7afea7' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2fcecdc5-5a9a-4406-9cb1-e3e69b7afea7
Alliston Community Christian School,4428 Adjala-Tecumseth Townline  Alliston ON L9R 1V4,Alliston,Serving Kitchen,location.href = '/Facility/Details/8b51a94f-bfc5-4e04-b80f-741d673ba484' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8b51a94f-bfc5-4e04-b80f-741d673ba484
Alliston Convenience,103C Victoria St W  Alliston ON,Alliston,Convenience / Variety,location.href = '/Facility/Details/7aefbd50-862e-497b-9155-388868c020e4' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7aefbd50-862e-497b-9155-388868c020e4
Alliston Curling Club,52 Albert St W  Alliston ON L9R 1H2,Alliston,Private Club,location.href = '/Facility/Details/d11f1e7e-ab86-4401-8470-b5b1df53baa6' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d11f1e7e-ab86-4401-8470-b5b1df53baa6
Alliston Food Bank,52 Wellington St W  Alliston ON L9R 1T9,Alliston,Food Bank,location.href = '/Facility/Details/3df7b81e-a35c-45ed-b96a-abd1d87d4aa8' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3df7b81e-a35c-45ed-b96a-abd1d87d4aa8
Alliston Lions Club,60 Boyne St  Alliston ON L9R 1L2,Alliston,Community Kitchen,location.href = '/Facility/Details/c8fb3bdd-7bea-4f9d-a26d-001bbec5c982' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c8fb3bdd-7bea-4f9d-a26d-001bbec5c982
Alliston Memorial Arena,49 Nelson St E  Alliston ON L9R 1H1,Alliston,Banquet Hall,location.href = '/Facility/Details/62353287-ca04-4984-8bb4-d0f82698bb35' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/62353287-ca04-4984-8bb4-d0f82698bb35
Alliston Union Child Care,211 Church St N  Alliston ON L9R 0G3,Alliston,Child Care - School Age Program,location.href = '/Facility/Details/fc363c5c-ba98-4218-ada8-0b9663a6dcde' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fc363c5c-ba98-4218-ada8-0b9663a6dcde
Alliston Union Public School,211 Church St N  Alliston ON L9R 0G3,Alliston,Student Nutrition Program,location.href = '/Facility/Details/bc75d307-de1e-4426-8c98-f92f587d5fed' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bc75d307-de1e-4426-8c98-f92f587d5fed
Allora,19 Main St E  Huntsville ON P1H 1K4,Huntsville,Restaurant,location.href = '/Facility/Details/304e29b8-6939-4893-a8d8-1826083650b9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/304e29b8-6939-4893-a8d8-1826083650b9
Allport Marina,1640 Beaumont Dr  Bracebridge ON P1L 1X2,Bracebridge,Convenience / Variety,location.href = '/Facility/Details/3cd9eb67-dadb-4493-9c7e-174137861993' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3cd9eb67-dadb-4493-9c7e-174137861993
Amaretti & Bigne,231 Stevenson Crest  Bradford ON L3Z 0S9,Bradford,Home-Based,location.href = '/Facility/Details/e616394b-cebf-4533-ab97-71f7819dea77' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e616394b-cebf-4533-ab97-71f7819dea77
Amaya Indian Room,19 Hart Dr  Barrie ON L4N 5M3,Barrie,Restaurant,location.href = '/Facility/Details/9fa8180c-7696-4cf7-95dd-2eb9062aabc1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9fa8180c-7696-4cf7-95dd-2eb9062aabc1
AMICA Little Lake,70 Lakeside Terrace  Barrie ON L4M 0J2,Barrie,Serving Kitchen,location.href = '/Facility/Details/7c480990-6dff-4ab3-a8ef-66dc7fc7e7c8' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7c480990-6dff-4ab3-a8ef-66dc7fc7e7c8
AMICA Little Lake,70 Lakeside Terrace  Barrie ON L4M 0J2,Barrie,Retirement Home,location.href = '/Facility/Details/fc89cff5-a871-46fc-aad1-ce9c49f087db' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fc89cff5-a871-46fc-aad1-ce9c49f087db
Amore Cheesecake,1803 Innisbrook Street  Innisfil ON L9S 5A3,Innisfil,Home-Based,location.href = '/Facility/Details/1237731d-3ad1-4976-8489-b83d596806c4' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1237731d-3ad1-4976-8489-b83d596806c4
Amy's Kitchen,2027 Lilac Dr  Innisfil ON L9S 1Y9,Alcona,Home-Based,location.href = '/Facility/Details/70b05c9b-bd88-499b-bd71-dc58015a1167' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/70b05c9b-bd88-499b-bd71-dc58015a1167
ANAVETS,52 Morrow Rd  Barrie ON L4N 3V8,Barrie,Restaurant,location.href = '/Facility/Details/fa52ec38-6191-4d09-8c22-75ebf0c8dcfb' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fa52ec38-6191-4d09-8c22-75ebf0c8dcfb
Anderson's Kitchen,22-15 Cedar Pointe Drive  Barrie ON L4N 5R7,Barrie,Food Take Out,location.href = '/Facility/Details/cd7ea847-7632-42aa-8ab1-c14566d35715' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/cd7ea847-7632-42aa-8ab1-c14566d35715
Andrea's Artisan Chocolates,2-95 Clapperton St  Barrie ON L4M 3G1,Barrie,Home-Based,location.href = '/Facility/Details/bb14fe8e-f500-4ad5-b467-ef21405fd03f' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bb14fe8e-f500-4ad5-b467-ef21405fd03f
Andrew Hunter Child Care Centre,59 Lampman Lane  Barrie ON L4N 5G4,Barrie,Child Care - Catered,location.href = '/Facility/Details/d629bc6a-7d31-4b4d-94b3-519d93d41add' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d629bc6a-7d31-4b4d-94b3-519d93d41add
Andrew Hunter Elementary School,59 Lampman Lane  Barrie ON L4N 5G4,Barrie,Student Nutrition Program,location.href = '/Facility/Details/b8379633-474a-44ce-ae2c-47436b3267fe' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b8379633-474a-44ce-ae2c-47436b3267fe
Andro Cakes,58 Dunlop St E  Barrie ON L4M 1A3,Barrie,Bakery,location.href = '/Facility/Details/31536565-d3e3-476b-a449-ed9f5d9b7f5b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/31536565-d3e3-476b-a449-ed9f5d9b7f5b
Angie's Place Caribbean Eatery,5968-27 28 Sideroad Nottawasaga  Stayner ON L0M 1S0,Stayner,Restaurant,location.href = '/Facility/Details/ca6ec07a-9186-42be-aa1b-a6e02fb7c28a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ca6ec07a-9186-42be-aa1b-a6e02fb7c28a
Angus Food Bank Inc,8527 County Road 10  Angus ON L0M 1B2,Angus,Food Bank,location.href = '/Facility/Details/1138ad1b-b40c-481b-94a6-cce7dbac717d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1138ad1b-b40c-481b-94a6-cce7dbac717d
Angus Morrison Elementary School,91 Simcoe St  Angus ON L0M 1B5,Angus,Student Nutrition Program,location.href = '/Facility/Details/c184fab4-e14f-4c83-857f-ccb6c9567ea9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c184fab4-e14f-4c83-857f-ccb6c9567ea9
Angus Variety,9 Margaret Street  Angus ON L0M 1B0,Angus,Convenience / Variety,location.href = '/Facility/Details/35027cf9-963b-4ed2-92b5-5aecb0b33cdc' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/35027cf9-963b-4ed2-92b5-5aecb0b33cdc
Anne Street Variety,2-29 Anne St S  Barrie ON L4N 2C5,Barrie,Convenience / Variety,location.href = '/Facility/Details/23645477-8c46-4a89-85e8-09e23e690217' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/23645477-8c46-4a89-85e8-09e23e690217
Anne's Variety,68 Dunlop St W  Barrie ON L4N 1A6,Barrie,Convenience / Variety,location.href = '/Facility/Details/a63e3258-83b7-4982-aa0d-6b83210cd4e1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a63e3258-83b7-4982-aa0d-6b83210cd4e1
Anne's Variety & Gift,151 Muskoka Road S  Gravenhurst ON P1P 1X3,Gravenhurst,Convenience / Variety,location.href = '/Facility/Details/a0946447-f9c8-46f4-ab8b-b74536b8ca9e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a0946447-f9c8-46f4-ab8b-b74536b8ca9e
Anten Mills Community Centre,3985 Horseshoe Valley Road W  Minesing ON L0L 1Y0,Minesing,Banquet Hall,location.href = '/Facility/Details/d24b18e3-ef8a-41be-9bbc-ca2f80fb472d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d24b18e3-ef8a-41be-9bbc-ca2f80fb472d
Appearances Salon and Spa,469 Laclie St  Orillia ON L3V 4R1,Orillia,Personal Service Setting,location.href = '/Facility/Details/10cea413-1705-4ceb-a30e-0eddc2aef74d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/10cea413-1705-4ceb-a30e-0eddc2aef74d
Apple Annie's Cafe,101 Mississaga St E  Orillia ON L3V 1V6,Orillia,Restaurant,location.href = '/Facility/Details/eab6f5b1-2cc5-4efb-bc17-6f10102e1474' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/eab6f5b1-2cc5-4efb-bc17-6f10102e1474
Apple Blossom Village,204 Line 15 N  Oro-Medonte ON L3V 0H7,Oro-Medonte,Restaurant,location.href = '/Facility/Details/fcaa41c0-de28-4ab6-8d6d-41f41577494c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fcaa41c0-de28-4ab6-8d6d-41f41577494c
Applebee's Neighborhood Grill & Bar,326 Bayfield St  Barrie ON L4M 3C1,Barrie,Restaurant,location.href = '/Facility/Details/7cc9dc9f-bf9d-4408-80fc-ade6442398b4' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7cc9dc9f-bf9d-4408-80fc-ade6442398b4
Arby's,385 Memorial Ave  Orillia ON L3V 6K8,Orillia,Restaurant,location.href = '/Facility/Details/0789e414-e1e0-49ec-892d-498979156e96' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0789e414-e1e0-49ec-892d-498979156e96
"Arch Steak House, The",771 Yonge St  Midland ON L4R 2E1,Midland,Restaurant,location.href = '/Facility/Details/3ec25362-6a9f-47ad-887a-914834392cff' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3ec25362-6a9f-47ad-887a-914834392cff
Ardagh Bluffs Public School,159 Summerset Drive  Barrie ON L4N 6H2,Barrie,Student Nutrition Program,location.href = '/Facility/Details/dce86cc1-5c3a-4c95-91ba-44e2ff7f40e0' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/dce86cc1-5c3a-4c95-91ba-44e2ff7f40e0
Armco Foods,3242 County Rd 92  Elmvale ON L0L 1P0,Elmvale,Food Warehouse / Depot,location.href = '/Facility/Details/db86fb0d-0525-4951-8f7a-1d6798df3350' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/db86fb0d-0525-4951-8f7a-1d6798df3350
Army Navy & Air Force Veterans in Canada,74 Victoria St  Orillia ON L3V 7N6,Orillia,Banquet Hall,location.href = '/Facility/Details/afd10629-b7dd-4f30-930f-4ebc842224ff' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/afd10629-b7dd-4f30-930f-4ebc842224ff
Around My Gluten-Free Table,10-411 Huronia Rd  Barrie ON L4N 9B3,Barrie,Food Take Out,location.href = '/Facility/Details/90d3de64-d6a2-4d14-941e-d694f4046924' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/90d3de64-d6a2-4d14-941e-d694f4046924
Around The World in 80 Tacos,140 Vespra St  Barrie ON L4N 2G9,Barrie,Catering Vehicle,location.href = '/Facility/Details/d8bf1570-0851-4a4b-a984-be591fe70da1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d8bf1570-0851-4a4b-a984-be591fe70da1
Arrowhead Provincial Park,"451 Arrowhead Park Rd  RR#3, Huntsville ON P1H 2J4",Huntsville,Food Shop,location.href = '/Facility/Details/ba86c9ae-8657-4b99-ac78-0f8c53e0634a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ba86c9ae-8657-4b99-ac78-0f8c53e0634a
"Art of Nature Childcare, The",767 Huronia Rd  Barrie Ontario L4N 9H2,Barrie,Child Care - Catered,location.href = '/Facility/Details/426e4b2b-c00c-4546-a203-3d5ce3357da2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/426e4b2b-c00c-4546-a203-3d5ce3357da2
"Art of Nature Childcare, The",77 Eccles St N  Barrie ON L4N 1Y5,Barrie,Child Care - Catered,location.href = '/Facility/Details/cb332032-e859-447a-b4f5-f0cac1f83c40' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/cb332032-e859-447a-b4f5-f0cac1f83c40
Artizza Pizza,100 Lagoon Trailer Park  Rd Huntsville ON P1H 1C2,Huntsville,Mobile Preparation Premises,location.href = '/Facility/Details/155d24c5-bf54-4f9b-9c32-62323162f3d7' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/155d24c5-bf54-4f9b-9c32-62323162f3d7
Asia Wok,15-16-20 Bell Farm Rd  Barrie ON L4M 6E4,Barrie,Restaurant,location.href = '/Facility/Details/db8defd8-fda3-4183-8059-27d84d86b039' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/db8defd8-fda3-4183-8059-27d84d86b039
Asian One,27-555 Essa Rd  Barrie ON L4N 6A9,Barrie,Food Take Out,location.href = '/Facility/Details/62410b4f-b671-4c23-a756-6cc91d0a42b5' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/62410b4f-b671-4c23-a756-6cc91d0a42b5
Asian Yummy One,2-17 King St  Angus ON L0M1B2,Angus,Food Take Out,location.href = '/Facility/Details/9c936345-325e-4057-9724-5c51a3e73949' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9c936345-325e-4057-9724-5c51a3e73949
Asim Variety,3311 Highway 89  Cookstown ON L0L 1L0,Cookstown,Convenience / Variety,location.href = '/Facility/Details/67ae507a-7dbd-494d-a441-1c5bc14886df' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/67ae507a-7dbd-494d-a441-1c5bc14886df
Askennonia Senior Centre,527 Lenself Boulevard  Midland ON L4R 5N6,Midland,Banquet Hall,location.href = '/Facility/Details/8f1e2891-40b9-4e5c-9d0e-58e636085763' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8f1e2891-40b9-4e5c-9d0e-58e636085763
Aspdin Community Hall,2625 Aspdin Rd  Utterson ON P0B 1M0,Utterson,Banquet Hall,location.href = '/Facility/Details/3a08c2cc-4e26-46ca-8b4e-3c332594db6e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3a08c2cc-4e26-46ca-8b4e-3c332594db6e
Aspira Kingsmere Retirement Living,287 King St S  Alliston ON L9R 0C4,Alliston,Retirement Home,location.href = '/Facility/Details/2efcc862-5a0e-482f-812f-d8b94b3db5e4' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2efcc862-5a0e-482f-812f-d8b94b3db5e4
Aspira Kingsmere Retirement Living (6th floor servery),287 King St S  Alliston ON L9R 0C4,Alliston,Retirement Home,location.href = '/Facility/Details/b7d9c42e-0503-498a-b21b-a74ee372b046' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b7d9c42e-0503-498a-b21b-a74ee372b046
Aspira The Barrieview Retirement Living,3 Concert Way  Barrie ON L4N 0M7,Barrie,Retirement Home,location.href = '/Facility/Details/34fada7d-1490-4a8c-bba9-972a664e3c36' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/34fada7d-1490-4a8c-bba9-972a664e3c36
Aspira The Barrieview Retirement Living,3 Concert Way  Barrie ON L4N 0M7,Barrie,Retirement Home,location.href = '/Facility/Details/8cd08698-7ce2-4fc3-a492-d8a75b5ee7ba' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8cd08698-7ce2-4fc3-a492-d8a75b5ee7ba
Aspira The Barrieview Retirement Living,3 Concert Way  Barrie ON L4N 0M7,Barrie,Retirement Home,location.href = '/Facility/Details/72d6095e-28f6-4b56-8c33-ffef87b8e428' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/72d6095e-28f6-4b56-8c33-ffef87b8e428
Aspira The Barrieview Retirement Living,3 Concert Way  Barrie ON L4N 0M7,Barrie,Retirement Home,location.href = '/Facility/Details/5537e17c-eeb3-446a-9a81-4b994934bba2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5537e17c-eeb3-446a-9a81-4b994934bba2
Assikinack Child Care,226 Little Ave  Barrie ON L4N 6L3,Barrie,Child Care - School Age Program,location.href = '/Facility/Details/26245bef-f949-4a78-9778-83b0fb110819' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/26245bef-f949-4a78-9778-83b0fb110819
Assikinack Public School,226 Little Ave  Barrie ON L4N 6L3,Barrie,Student Nutrition Program,location.href = '/Facility/Details/92c7c544-f8db-4dba-a6d7-ec0291b2de76' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/92c7c544-f8db-4dba-a6d7-ec0291b2de76
Athenian Hot Dogs,381 Tiffin St  Barrie ON L4N 9W6,Barrie,Street Food Vending Cart,location.href = '/Facility/Details/ed50078e-8bf5-4499-ab20-b6a9d59d051c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ed50078e-8bf5-4499-ab20-b6a9d59d051c
Atrium Retirement Residence,230 Coldwater Rd W  Orillia ON L3V 3M2,Orillia,Retirement Home,location.href = '/Facility/Details/6ec8a5b5-2c74-444f-ab72-16540e895c8d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/6ec8a5b5-2c74-444f-ab72-16540e895c8d
Auntie Bella's Convenience,1020 Muskoka Rd  169 Gravenhurst ON P1P 1R2,Gravenhurst,Convenience / Variety,location.href = '/Facility/Details/f00b5582-002e-4654-b5d6-8a6e509325ed' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f00b5582-002e-4654-b5d6-8a6e509325ed
Auntie Jo's Kettle Corn,1164 Ewart St  Innisfil ON L0L 1C0,Innisfil,Mobile Preparation Premises,location.href = '/Facility/Details/1c2062e3-337f-48b7-a8be-3b5693f49f96' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1c2062e3-337f-48b7-a8be-3b5693f49f96
"Avening Hall, The",3401 County Rd 42  Creemore ON L0M 1G0,Creemore,Banquet Hall,location.href = '/Facility/Details/9830c256-e275-4920-b6a9-a7d7c02edd5c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9830c256-e275-4920-b6a9-a7d7c02edd5c
Avenue Cibi & Vini,1-235 Sunseeker Ave  Innisfil ON L9S 0J7,Innisfil,Restaurant,location.href = '/Facility/Details/f3ac875d-1fe5-44cb-acf7-43e99dc6af11' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f3ac875d-1fe5-44cb-acf7-43e99dc6af11
Avocobar,2-20 Dianna Dr  Orillia ON L3V 0E2,Orillia,Restaurant,location.href = '/Facility/Details/c9965f11-cc7f-4983-bb49-7e2cc8579e17' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c9965f11-cc7f-4983-bb49-7e2cc8579e17
AvocoBar,1-18 Cundles St E  Barrie ON L4M 2Z5,Barrie,Restaurant,location.href = '/Facility/Details/d14f0a49-4ba1-4da8-8218-13eaa5d833ca' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d14f0a49-4ba1-4da8-8218-13eaa5d833ca
Ay Chihuahua! Mexican Goods,16A-6048 Hwy 27  Schomberg ON L0G 1T0,Schomberg,Restaurant,location.href = '/Facility/Details/f3209572-e698-40d5-bf7a-dd2353b83b5c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f3209572-e698-40d5-bf7a-dd2353b83b5c
B & M Variety,23 Brentwood Rd  Angus ON L0M 1B2,Angus,Supermarket / Grocery,location.href = '/Facility/Details/e8f43859-72e2-4da6-a740-0ff0f4fb5f72' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e8f43859-72e2-4da6-a740-0ff0f4fb5f72
